Authority,Location,Period,Count
E10000008,Shared building,2024-01-01/P1M,147799
E10000008,Shared building,2024-02-01/P1M,142473
E10000008,Shared building,2024-03-01/P1M,146951
E10000008,Library,2023-04-01/P1M,22363
E10000008,Library,2023-05-01/P1M,22445
E10000008,Library,2023-06-01/P1M,22367
E10000008,Library,2023-07-01/P1M,36564
E10000008,Library,2023-08-01/P1M,43144
E10000008,Library,2023-09-01/P1M,50103
E10000008,Library,2023-10-01/P1M,48911
E10000008,Library,2023-11-01/P1M,46135
E10000008,Library,2023-12-01/P1M,36223
E10000008,Library,2024-01-01/P1M,48459
E10000008,Library,2024-02-01/P1M,46638
E10000008,Library,2024-03-01/P1M,44824
E10000008,Mobile library,2023-04-01/P1M,1249
E10000008,Mobile library,2023-05-01/P1M,1246
E10000008,Mobile library,2023-06-01/P1M,967
E10000008,Mobile library,2023-07-01/P1M,1212
E10000008,Mobile library,2023-08-01/P1M,1186
E10000008,Mobile library,2023-09-01/P1M,1148
E10000008,Mobile library,2023-10-01/P1M,1086
E10000008,Mobile library,2023-11-01/P1M,1145
E10000008,Mobile library,2023-12-01/P1M,575
E10000008,Mobile library,2024-01-01/P1M,995
E10000008,Mobile library,2024-02-01/P1M,499
E10000008,Home delivery,2023-04-01/P1M,611
E10000008,Home delivery,2023-05-01/P1M,605
E10000008,Home delivery,2023-06-01/P1M,640
E10000008,Home delivery,2023-07-01/P1M,682
E10000008,Home delivery,2023-08-01/P1M,671
E10000008,Home delivery,2023-09-01/P1M,638
E10000008,Home delivery,2023-10-01/P1M,654
E10000008,Home delivery,2023-11-01/P1M,619
E10000008,Home delivery,2023-12-01/P1M,503
E10000008,Home delivery,2024-01-01/P1M,614
E10000008,Home delivery,2024-02-01/P1M,634
E10000008,Home delivery,2024-03-01/P1M,641
E08000017,Shared building,2023-04-01/P1M,7554
E08000017,Shared building,2023-05-01/P1M,8998
E08000017,Shared building,2023-06-01/P1M,13404
E08000017,Shared building,2023-07-01/P1M,14564
E08000017,Shared building,2023-08-01/P1M,13491
E08000017,Shared building,2023-09-01/P1M,35535
E08000017,Shared building,2023-10-01/P1M,14443
E08000017,Shared building,2023-11-01/P1M,14934
E08000017,Shared building,2023-12-01/P1M,10504
E08000017,Shared building,2024-01-01/P1M,12058
E08000017,Shared building,2024-02-01/P1M,13753
E08000017,Shared building,2024-03-01/P1M,13007
E08000017,Library,2023-04-01/P1M,22098
E08000017,Library,2023-05-01/P1M,22860
E08000017,Library,2023-06-01/P1M,21671
E08000017,Library,2023-07-01/P1M,26112
E08000017,Library,2023-08-01/P1M,27020
E08000017,Library,2023-09-01/P1M,24365
E08000017,Library,2023-10-01/P1M,25078
E08000017,Library,2023-11-01/P1M,25864
E08000017,Library,2023-12-01/P1M,19047
E08000017,Library,2024-01-01/P1M,27452
E08000017,Library,2024-02-01/P1M,28685
E08000017,Library,2024-03-01/P1M,27237
E08000017,Home delivery,2023-04-01/P1M,173
E08000017,Home delivery,2023-05-01/P1M,194
E08000017,Home delivery,2023-06-01/P1M,187
E08000017,Home delivery,2023-07-01/P1M,164
E08000017,Home delivery,2023-08-01/P1M,191
E08000017,Home delivery,2023-09-01/P1M,164
E08000017,Home delivery,2023-10-01/P1M,179
E08000017,Home delivery,2023-11-01/P1M,189
E08000017,Home delivery,2023-12-01/P1M,170
E08000017,Home delivery,2024-01-01/P1M,183
E08000017,Home delivery,2024-02-01/P1M,176
E08000017,Home delivery,2024-03-01/P1M,174
E06000059,Shared building,2023-04-01/P1M,32288
E06000059,Shared building,2023-05-01/P1M,32357
E06000059,Shared building,2023-06-01/P1M,34486
E06000059,Shared building,2023-07-01/P1M,42270
E06000059,Shared building,2023-08-01/P1M,44260
E06000059,Shared building,2023-09-01/P1M,40854
E06000059,Shared building,2023-10-01/P1M,41421
E06000059,Shared building,2023-11-01/P1M,38877
E06000059,Shared building,2023-12-01/P1M,31946
E06000059,Shared building,2024-01-01/P1M,37904
E06000059,Shared building,2024-02-01/P1M,39112
E06000059,Shared building,2024-03-01/P1M,38940
E06000059,Library,2023-04-01/P1M,36526
E06000059,Library,2023-05-01/P1M,37876
E06000059,Library,2023-06-01/P1M,41204
E06000059,Library,2023-07-01/P1M,47678
E06000059,Library,2023-08-01/P1M,48823
E06000059,Library,2023-09-01/P1M,45033
E06000059,Library,2023-10-01/P1M,46185
E06000059,Library,2023-11-01/P1M,43868
E06000059,Library,2023-12-01/P1M,34442
E06000059,Library,2024-01-01/P1M,43572
E06000059,Library,2024-02-01/P1M,44452
E06000059,Library,2024-03-01/P1M,43557
E06000059,Home delivery,2023-04-01/P1M,572
E06000059,Home delivery,2023-05-01/P1M,572
E06000059,Home delivery,2023-06-01/P1M,572
E06000059,Home delivery,2023-07-01/P1M,572
E06000059,Home delivery,2023-08-01/P1M,572
E06000059,Home delivery,2023-09-01/P1M,572
E06000059,Home delivery,2023-10-01/P1M,572
E06000059,Home delivery,2023-11-01/P1M,572
E06000059,Home delivery,2023-12-01/P1M,572
E06000059,Home delivery,2024-01-01/P1M,572
E06000059,Home delivery,2024-02-01/P1M,572
E06000059,Home delivery,2024-03-01/P1M,572
E08000027,Shared building,2023-04-01/P1M,544456
E08000027,Shared building,2023-05-01/P1M,51759
E08000027,Shared building,2023-06-01/P1M,53756
E08000027,Shared building,2023-07-01/P1M,61877
E08000027,Shared building,2023-08-01/P1M,62016
E08000027,Shared building,2023-09-01/P1M,58075
E08000027,Shared building,2023-10-01/P1M,61746
E08000027,Shared building,2023-11-01/P1M,60593
E08000027,Shared building,2023-12-01/P1M,45423
E08000027,Shared building,2024-01-01/P1M,61836
E08000027,Shared building,2024-02-01/P1M,63207
E08000027,Shared building,2024-03-01/P1M,64335
E10000011,Shared building,2023-04-01/P1M,60527
E10000011,Shared building,2023-05-01/P1M,56434
E10000011,Shared building,2023-06-01/P1M,61228
E10000011,Shared building,2023-07-01/P1M,74413
E10000011,Shared building,2023-08-01/P1M,79524
E10000011,Shared building,2023-09-01/P1M,69123
E10000011,Shared building,2023-10-01/P1M,68961
E10000011,Shared building,2023-11-01/P1M,60949
E10000011,Shared building,2023-12-01/P1M,53945
E10000011,Shared building,2024-01-01/P1M,65312
E10000011,Shared building,2024-02-01/P1M,67036
E10000011,Shared building,2024-03-01/P1M,66653
E10000011,Library,2023-04-01/P1M,4059
E10000011,Library,2023-05-01/P1M,3679
E10000011,Library,2023-06-01/P1M,3809
E10000011,Library,2023-07-01/P1M,5380
E10000011,Library,2023-08-01/P1M,5609
E10000011,Library,2023-09-01/P1M,4502
E10000011,Library,2023-10-01/P1M,4852
E10000011,Library,2023-11-01/P1M,4308
E10000011,Library,2023-12-01/P1M,3600
E10000011,Library,2024-01-01/P1M,4678
E10000011,Library,2024-02-01/P1M,4840
E10000011,Library,2024-03-01/P1M,4336
E10000011,Home delivery,2023-03-01/P3M,207
E10000011,Home delivery,2023-06-01/P3M,194
E10000011,Home delivery,2023-09-01/P3M,222
E10000011,Home delivery,2023-12-01/P3M,288
E06000014,Shared building,2023-04-01/P1M,73328
E06000014,Shared building,2023-05-01/P1M,76810
E06000014,Shared building,2023-06-01/P1M,78032
E06000014,Shared building,2023-07-01/P1M,67398
E06000014,Shared building,2023-08-01/P1M,67136
E06000014,Shared building,2023-09-01/P1M,65205
E06000014,Shared building,2023-10-01/P1M,66565
E06000014,Shared building,2023-11-01/P1M,63545
E06000014,Shared building,2023-12-01/P1M,49727
E06000014,Shared building,2024-01-01/P1M,63424
E06000014,Shared building,2024-02-01/P1M,65533
E06000014,Shared building,2024-03-01/P1M,68033
E06000014,Library,2023-04-01/P1M,4393
E06000014,Library,2023-05-01/P1M,4080
E06000014,Library,2023-06-01/P1M,4265
E06000014,Library,2023-07-01/P1M,5835
E06000014,Library,2023-08-01/P1M,5215
E06000014,Library,2023-09-01/P1M,5592
E06000014,Library,2023-10-01/P1M,6438
E06000014,Library,2023-11-01/P1M,5443
E06000014,Library,2023-12-01/P1M,4128
E06000014,Library,2024-01-01/P1M,6299
E06000014,Library,2024-02-01/P1M,6191
E06000014,Library,2024-03-01/P1M,6182
E08000037,Shared building,2023-04-01/P1M,22007
E08000037,Shared building,2023-05-01/P1M,18756
E08000037,Shared building,2023-06-01/P1M,22829
E08000037,Shared building,2023-07-01/P1M,24895
E08000037,Shared building,2023-08-01/P1M,24067
E08000037,Shared building,2023-09-01/P1M,22591
E08000037,Shared building,2023-10-01/P1M,23780
E08000037,Shared building,2023-11-01/P1M,28515
E08000037,Shared building,2023-12-01/P1M,21790
E08000037,Shared building,2024-01-01/P1M,21381
E08000037,Shared building,2024-02-01/P1M,18660
E08000037,Shared building,2024-03-01/P1M,18338
E08000037,Library,2023-04-01/P1M,7613
E08000037,Library,2023-05-01/P1M,8148
E08000037,Library,2023-06-01/P1M,8372
E08000037,Library,2023-07-01/P1M,8920
E08000037,Library,2023-08-01/P1M,8640
E08000037,Library,2023-09-01/P1M,8606
E08000037,Library,2023-10-01/P1M,9538
E08000037,Library,2023-11-01/P1M,8627
E08000037,Library,2023-12-01/P1M,7395
E08000037,Library,2024-01-01/P1M,9117
E08000037,Library,2024-02-01/P1M,10198
E08000037,Library,2024-03-01/P1M,10629
E08000037,Home delivery,2023-04-01/P1M,259
E08000037,Home delivery,2023-05-01/P1M,268
E08000037,Home delivery,2023-06-01/P1M,287
E08000037,Home delivery,2023-07-01/P1M,267
E08000037,Home delivery,2023-08-01/P1M,285
E08000037,Home delivery,2023-09-01/P1M,277
E08000037,Home delivery,2023-10-01/P1M,255
E08000037,Home delivery,2023-11-01/P1M,260
E08000037,Home delivery,2023-12-01/P1M,260
E08000037,Home delivery,2024-01-01/P1M,260
E08000037,Home delivery,2024-02-01/P1M,254
E08000037,Home delivery,2024-03-01/P1M,261
E09000011,Shared building,2023-04-01/P1M,12189
E09000011,Shared building,2023-05-01/P1M,11958
E09000011,Shared building,2023-06-01/P1M,12455
E09000011,Shared building,2023-07-01/P1M,13207
E09000011,Shared building,2023-08-01/P1M,11724
E09000011,Shared building,2023-09-01/P1M,13476
E09000011,Shared building,2023-10-01/P1M,13538
E09000011,Shared building,2023-11-01/P1M,13140
E09000011,Shared building,2023-12-01/P1M,10095
E09000011,Shared building,2024-01-01/P1M,13212
E09000011,Shared building,2024-02-01/P1M,13397
E09000011,Shared building,2024-03-01/P1M,14076
E09000011,Library,2023-04-01/P1M,146498
E09000011,Library,2023-05-01/P1M,142353
E09000011,Library,2023-06-01/P1M,146185
E09000011,Library,2023-07-01/P1M,153445
E09000011,Library,2023-08-01/P1M,174924
E09000011,Library,2023-09-01/P1M,183632
E09000011,Library,2023-10-01/P1M,190520
E09000011,Library,2023-11-01/P1M,182563
E09000011,Library,2023-12-01/P1M,137335
E09000011,Library,2024-01-01/P1M,180719
E09000011,Library,2024-02-01/P1M,182220
E09000011,Library,2024-03-01/P1M,173621
E09000011,Home delivery,2023-04-01/P1M,9997
E09000011,Home delivery,2023-05-01/P1M,10557
E09000011,Home delivery,2023-06-01/P1M,9851
E09000011,Home delivery,2023-07-01/P1M,8652
E09000011,Home delivery,2023-08-01/P1M,9773
E09000011,Home delivery,2023-09-01/P1M,10091
E09000011,Home delivery,2023-10-01/P1M,10712
E09000011,Home delivery,2023-11-01/P1M,11302
E09000011,Home delivery,2023-12-01/P1M,10438
E09000011,Home delivery,2024-01-01/P1M,11753
E09000011,Home delivery,2024-02-01/P1M,9116
E09000011,Home delivery,2024-03-01/P1M,11290
E09000012,Shared building,2023-03-01/P3M,133250
E09000012,Shared building,2023-06-01/P3M,133250
E09000012,Shared building,2023-09-01/P3M,133250
E09000012,Shared building,2023-12-01/P3M,133250
E09000012,Library,2023-03-01/P3M,50561
E09000012,Library,2023-06-01/P3M,50561
E09000012,Library,2023-09-01/P3M,50561
E09000012,Library,2023-12-01/P3M,50561
E09000012,Home delivery,2023-04-01/P1M,252
E09000012,Home delivery,2023-05-01/P1M,260
E09000012,Home delivery,2023-06-01/P1M,255
E09000012,Home delivery,2023-07-01/P1M,248
E09000012,Home delivery,2023-08-01/P1M,274
E09000012,Home delivery,2023-09-01/P1M,281
E09000012,Home delivery,2023-10-01/P1M,270
E09000012,Home delivery,2023-11-01/P1M,266
E09000012,Home delivery,2023-12-01/P1M,204
E09000012,Home delivery,2024-01-01/P1M,273
E09000012,Home delivery,2024-02-01/P1M,246
E09000012,Home delivery,2024-03-01/P1M,199
E06000006,Shared building,2023-03-01/P3M,76283
E06000006,Shared building,2023-06-01/P3M,73564
E06000006,Shared building,2023-09-01/P3M,76807
E06000006,Shared building,2023-12-01/P3M,74802
E06000006,Library,2023-03-01/P3M,6508
E06000006,Library,2023-06-01/P3M,4738
E06000006,Library,2023-09-01/P3M,4907
E06000006,Library,2023-12-01/P3M,8797
E06000006,Home delivery,2023-04-01/P1M,126
E06000006,Home delivery,2023-05-01/P1M,124
E06000006,Home delivery,2023-06-01/P1M,122
E06000006,Home delivery,2023-07-01/P1M,126
E06000006,Home delivery,2023-08-01/P1M,125
E06000006,Home delivery,2023-09-01/P1M,124
E06000006,Home delivery,2023-10-01/P1M,124
E06000006,Home delivery,2023-11-01/P1M,124
E06000006,Home delivery,2023-12-01/P1M,112
E06000006,Home delivery,2024-01-01/P1M,120
E06000006,Home delivery,2024-02-01/P1M,122
E06000006,Home delivery,2024-03-01/P1M,126
E09000013,Shared building,2023-04-01/P1M,16029
E09000013,Shared building,2023-05-01/P1M,20256
E09000013,Shared building,2023-06-01/P1M,19113
E09000013,Shared building,2023-07-01/P1M,16121
E09000013,Shared building,2023-08-01/P1M,14809
E09000013,Shared building,2023-09-01/P1M,17800
E09000013,Shared building,2023-10-01/P1M,22830
E09000013,Shared building,2023-11-01/P1M,20645
E09000013,Shared building,2023-12-01/P1M,15331
E09000013,Shared building,2024-01-01/P1M,20892
E09000013,Shared building,2024-02-01/P1M,18734
E09000013,Shared building,2024-03-01/P1M,19720
E09000013,Library,2023-04-01/P1M,39623
E09000013,Library,2023-05-01/P1M,43853
E09000013,Library,2023-06-01/P1M,40038
E09000013,Library,2023-07-01/P1M,40646
E09000013,Library,2023-08-01/P1M,39942
E09000013,Library,2023-09-01/P1M,44099
E09000013,Library,2023-10-01/P1M,44838
E09000013,Library,2023-11-01/P1M,39300
E09000013,Library,2023-12-01/P1M,27046
E09000013,Library,2024-01-01/P1M,40233
E09000013,Library,2024-02-01/P1M,47204
E09000013,Library,2024-03-01/P1M,44444
E09000013,Home delivery,2023-04-01/P1M,69
E09000013,Home delivery,2023-05-01/P1M,88
E09000013,Home delivery,2023-06-01/P1M,76
E09000013,Home delivery,2023-07-01/P1M,78
E09000013,Home delivery,2023-08-01/P1M,77
E09000013,Home delivery,2023-09-01/P1M,72
E09000013,Home delivery,2023-10-01/P1M,89
E09000013,Home delivery,2023-11-01/P1M,86
E09000013,Home delivery,2023-12-01/P1M,58
E09000013,Home delivery,2024-01-01/P1M,87
E09000013,Home delivery,2024-02-01/P1M,88
E09000013,Home delivery,2024-03-01/P1M,79
E10000014,Shared building,2023-04-01/P1M,183941
E10000014,Shared building,2023-05-01/P1M,178003
E10000014,Shared building,2023-06-01/P1M,188467
E10000014,Shared building,2023-07-01/P1M,225178
E10000014,Shared building,2023-08-01/P1M,236078
E10000014,Shared building,2023-09-01/P1M,203240
E10000014,Shared building,2023-10-01/P1M,214507
E10000014,Shared building,2023-11-01/P1M,202924
E10000014,Shared building,2023-12-01/P1M,177275
E10000014,Shared building,2024-01-01/P1M,202366
E10000014,Shared building,2024-02-01/P1M,206178
E10000014,Shared building,2024-03-01/P1M,204224
E10000014,Library,2023-04-01/P1M,74461
E10000014,Library,2023-05-01/P1M,70695
E10000014,Library,2023-06-01/P1M,69716
E10000014,Library,2023-07-01/P1M,83633
E10000014,Library,2023-08-01/P1M,86700
E10000014,Library,2023-09-01/P1M,77191
E10000014,Library,2023-10-01/P1M,79918
E10000014,Library,2023-11-01/P1M,79087
E10000014,Library,2023-12-01/P1M,74035
E10000014,Library,2024-01-01/P1M,77256
E10000014,Library,2024-02-01/P1M,86471
E10000014,Library,2024-03-01/P1M,81100
E10000014,Home delivery,2023-04-01/P1Y,461
E09000014,Shared building,2023-04-01/P1M,31300
E09000014,Shared building,2023-05-01/P1M,31275
E09000014,Shared building,2023-06-01/P1M,28615
E09000014,Shared building,2023-07-01/P1M,24990
E09000014,Shared building,2023-08-01/P1M,20133
E09000014,Shared building,2023-09-01/P1M,22058
E09000014,Shared building,2023-10-01/P1M,25256
E09000014,Shared building,2023-11-01/P1M,21330
E09000014,Shared building,2023-12-01/P1M,27367
E09000014,Shared building,2024-01-01/P1M,27749
E09000014,Shared building,2024-02-01/P1M,34227
E09000014,Shared building,2024-03-01/P1M,33669
E09000014,Library,2023-04-01/P1M,31803
E09000014,Library,2023-05-01/P1M,42315
E09000014,Library,2023-06-01/P1M,41882
E09000014,Library,2023-07-01/P1M,38527
E09000014,Library,2023-08-01/P1M,35679
E09000014,Library,2023-09-01/P1M,42554
E09000014,Library,2023-10-01/P1M,45247
E09000014,Library,2023-11-01/P1M,43058
E09000014,Library,2023-12-01/P1M,34352
E09000014,Library,2024-01-01/P1M,46006
E09000014,Library,2024-02-01/P1M,45007
E09000014,Library,2024-03-01/P1M,45338
E09000014,Home delivery,2023-04-01/P1M,4527
E09000014,Home delivery,2023-05-01/P1M,2579
E09000014,Home delivery,2023-06-01/P1M,3583
E09000014,Home delivery,2023-07-01/P1M,2480
E09000014,Home delivery,2023-08-01/P1M,3499
E09000014,Home delivery,2023-09-01/P1M,7157
E09000014,Home delivery,2023-10-01/P1M,4987
E09000014,Home delivery,2023-11-01/P1M,7873
E09000014,Home delivery,2023-12-01/P1M,2573
E09000014,Home delivery,2024-01-01/P1M,5484
E09000014,Home delivery,2024-02-01/P1M,6612
E09000014,Home delivery,2024-03-01/P1M,6943
E09000015,Shared building,2023-04-01/P1M,39837
E09000015,Shared building,2023-05-01/P1M,40731
E09000015,Shared building,2023-06-01/P1M,36528
E09000015,Shared building,2023-07-01/P1M,40632
E09000015,Shared building,2023-08-01/P1M,42200
E09000015,Shared building,2023-09-01/P1M,37389
E09000015,Shared building,2023-10-01/P1M,37369
E09000015,Shared building,2023-11-01/P1M,35907
E09000015,Shared building,2023-12-01/P1M,30288
E09000015,Shared building,2024-01-01/P1M,38696
E09000015,Shared building,2024-02-01/P1M,38680
E09000015,Shared building,2024-03-01/P1M,38959
E09000015,Home delivery,2023-04-01/P1M,332
E09000015,Home delivery,2023-05-01/P1M,312
E09000015,Home delivery,2023-06-01/P1M,324
E09000015,Home delivery,2023-07-01/P1M,323
E09000015,Home delivery,2023-08-01/P1M,320
E09000015,Home delivery,2023-09-01/P1M,314
E09000015,Home delivery,2023-10-01/P1M,322
E09000015,Home delivery,2023-11-01/P1M,331
E09000015,Home delivery,2023-12-01/P1M,326
E09000015,Home delivery,2024-01-01/P1M,325
E09000015,Home delivery,2024-02-01/P1M,330
E09000015,Home delivery,2024-03-01/P1M,326
E06000001,Shared building,2023-04-01/P1M,1352
E06000001,Shared building,2023-05-01/P1M,1343
E06000001,Shared building,2023-06-01/P1M,1438
E06000001,Shared building,2023-07-01/P1M,1536
E06000001,Shared building,2023-08-01/P1M,1479
E06000001,Shared building,2023-09-01/P1M,1501
E06000001,Shared building,2023-10-01/P1M,1060
E06000001,Shared building,2023-11-01/P1M,1876
E06000001,Shared building,2023-12-01/P1M,1067
E06000001,Shared building,2024-01-01/P1M,1754
E06000001,Shared building,2024-02-01/P1M,1764
E06000001,Shared building,2024-03-01/P1M,2751
E06000001,Library,2023-04-01/P1M,1885
E06000001,Library,2023-05-01/P1M,1963
E06000001,Library,2023-06-01/P1M,2559
E06000001,Library,2023-07-01/P1M,2671
E06000001,Library,2023-08-01/P1M,2305
E06000001,Library,2023-09-01/P1M,9522
E06000001,Library,2023-10-01/P1M,23116
E06000001,Library,2023-11-01/P1M,23995
E06000001,Library,2023-12-01/P1M,16269
E06000001,Library,2024-01-01/P1M,20713
E06000001,Library,2024-02-01/P1M,211261
E06000001,Library,2024-03-01/P1M,20409
E06000001,Home delivery,2023-04-01/P1M,365
E06000001,Home delivery,2023-05-01/P1M,367
E06000001,Home delivery,2023-06-01/P1M,368
E06000001,Home delivery,2023-07-01/P1M,363
E06000001,Home delivery,2023-08-01/P1M,358
E06000001,Home delivery,2023-09-01/P1M,354
E06000001,Home delivery,2023-10-01/P1M,349
E06000001,Home delivery,2023-11-01/P1M,344
E06000001,Home delivery,2023-12-01/P1M,343
E06000001,Home delivery,2024-01-01/P1M,338
E06000001,Home delivery,2024-02-01/P1M,339
E06000001,Home delivery,2024-03-01/P1M,340
E06000019,Shared building,2023-04-01/P1M,21780
E06000019,Shared building,2023-05-01/P1M,21746
E06000019,Shared building,2023-06-01/P1M,23478
E06000019,Shared building,2023-07-01/P1M,21368
E06000019,Shared building,2023-08-01/P1M,21085
E06000019,Shared building,2023-09-01/P1M,19431
E06000019,Shared building,2023-10-01/P1M,20052
E06000019,Shared building,2023-11-01/P1M,18448
E06000019,Shared building,2023-12-01/P1M,14588
E06000019,Shared building,2024-01-01/P1M,18839
E06000019,Shared building,2024-02-01/P1M,18548
E06000019,Shared building,2024-03-01/P1M,18848
E06000019,Library,2023-04-01/P1M,1116
E06000019,Library,2023-05-01/P1M,1176
E06000019,Library,2023-06-01/P1M,1196
E06000019,Library,2023-07-01/P1M,1173
E06000019,Library,2023-08-01/P1M,1177
E06000019,Library,2023-09-01/P1M,1424
E06000019,Library,2023-10-01/P1M,1492
E06000019,Library,2023-11-01/P1M,1500
E06000019,Library,2023-12-01/P1M,1169
E06000019,Library,2024-01-01/P1M,1619
E06000019,Library,2024-02-01/P1M,1571
E06000019,Library,2024-03-01/P1M,1592
E06000019,Home delivery,2023-04-01/P1M,65
E06000019,Home delivery,2023-05-01/P1M,65
E06000019,Home delivery,2023-06-01/P1M,65
E06000019,Home delivery,2023-07-01/P1M,65
E06000019,Home delivery,2023-08-01/P1M,65
E06000019,Home delivery,2023-09-01/P1M,65
E06000019,Home delivery,2023-10-01/P1M,65
E06000019,Home delivery,2023-11-01/P1M,65
E06000019,Home delivery,2023-12-01/P1M,50
E06000019,Home delivery,2024-01-01/P1M,65
E06000019,Home delivery,2024-02-01/P1M,65
E06000019,Home delivery,2024-03-01/P1M,65
E10000015,Shared building,2023-04-01/P1M,211830
E10000015,Shared building,2023-05-01/P1M,210968
E10000015,Shared building,2023-06-01/P1M,207242
E10000015,Shared building,2023-07-01/P1M,253454
E10000015,Shared building,2023-08-01/P1M,265740
E10000015,Shared building,2023-09-01/P1M,231824
E10000015,Shared building,2023-10-01/P1M,234954
E10000015,Shared building,2023-11-01/P1M,223461
E10000015,Shared building,2023-12-01/P1M,188681
E10000015,Shared building,2024-01-01/P1M,225557
E10000015,Shared building,2024-02-01/P1M,224730
E10000015,Shared building,2024-03-01/P1M,228580
E10000015,Home delivery,2023-04-01/P1M,125
E10000015,Home delivery,2023-05-01/P1M,122
E10000015,Home delivery,2023-06-01/P1M,123
E10000015,Home delivery,2023-07-01/P1M,125
E10000015,Home delivery,2023-08-01/P1M,131
E10000015,Home delivery,2023-09-01/P1M,120
E10000015,Home delivery,2023-10-01/P1M,135
E10000015,Home delivery,2023-11-01/P1M,132
E10000015,Home delivery,2023-12-01/P1M,131
E10000015,Home delivery,2024-01-01/P1M,137
E10000015,Home delivery,2024-02-01/P1M,141
E10000015,Home delivery,2024-03-01/P1M,135
E06000010,Shared building,2023-04-01/P1M,33306
E06000010,Shared building,2023-05-01/P1M,31238
E06000010,Shared building,2023-06-01/P1M,34573
E06000010,Shared building,2023-07-01/P1M,42895
E06000010,Shared building,2023-08-01/P1M,44162
E06000010,Shared building,2023-09-01/P1M,42472
E06000010,Shared building,2023-10-01/P1M,33601
E06000010,Shared building,2023-11-01/P1M,34145
E06000010,Shared building,2023-12-01/P1M,29456
E06000010,Shared building,2024-01-01/P1M,35473
E06000010,Shared building,2024-02-01/P1M,35277
E06000010,Shared building,2024-03-01/P1M,38581
E06000010,Library,2023-04-01/P1M,5460
E06000010,Library,2023-05-01/P1M,6236
E06000010,Library,2023-06-01/P1M,6244
E06000010,Library,2023-07-01/P1M,6870
E06000010,Library,2023-08-01/P1M,7124
E06000010,Library,2023-09-01/P1M,6767
E06000010,Library,2023-10-01/P1M,5836
E06000010,Library,2023-11-01/P1M,6404
E06000010,Library,2023-12-01/P1M,4615
E06000010,Library,2024-01-01/P1M,6120
E06000010,Library,2024-02-01/P1M,6715
E06000010,Library,2024-03-01/P1M,7409
E06000010,Home delivery,2023-04-01/P1M,107
E06000010,Home delivery,2023-05-01/P1M,121
E06000010,Home delivery,2023-06-01/P1M,101
E06000010,Home delivery,2023-07-01/P1M,107
E06000010,Home delivery,2023-08-01/P1M,142
E06000010,Home delivery,2023-09-01/P1M,102
E06000010,Home delivery,2023-10-01/P1M,138
E06000010,Home delivery,2023-11-01/P1M,115
E06000010,Home delivery,2023-12-01/P1M,90
E06000010,Home delivery,2024-01-01/P1M,103
E06000010,Home delivery,2024-02-01/P1M,127
E06000010,Home delivery,2024-03-01/P1M,102
E06000046,Shared building,2023-04-01/P1M,15293
E06000046,Shared building,2023-05-01/P1M,15692
E06000046,Shared building,2023-06-01/P1M,15967
E06000046,Shared building,2023-07-01/P1M,17053
E06000046,Shared building,2023-08-01/P1M,20154
E06000046,Shared building,2023-09-01/P1M,19302
E06000046,Shared building,2023-10-01/P1M,19540
E06000046,Shared building,2023-11-01/P1M,19562
E06000046,Shared building,2023-12-01/P1M,14595
E06000046,Shared building,2024-01-01/P1M,19412
E06000046,Shared building,2024-02-01/P1M,19834
E06000046,Shared building,2024-03-01/P1M,20838
E06000046,Library,2023-04-01/P1M,13604
E06000046,Library,2023-05-01/P1M,14288
E06000046,Library,2023-06-01/P1M,15152
E06000046,Library,2023-07-01/P1M,16083
E06000046,Library,2023-08-01/P1M,18097
E06000046,Library,2023-09-01/P1M,16443
E06000046,Library,2023-10-01/P1M,16217
E06000046,Library,2023-11-01/P1M,15582
E06000046,Library,2023-12-01/P1M,13158
E06000046,Library,2024-01-01/P1M,14733
E06000046,Library,2024-02-01/P1M,15023
E06000046,Library,2024-03-01/P1M,15372
E06000046,Home delivery,2023-04-01/P1M,62
E06000046,Home delivery,2023-05-01/P1M,101
E06000046,Home delivery,2023-06-01/P1M,102
E06000046,Home delivery,2023-07-01/P1M,111
E06000046,Home delivery,2023-08-01/P1M,124
E06000046,Home delivery,2023-09-01/P1M,73
E06000046,Home delivery,2023-10-01/P1M,103
E06000046,Home delivery,2023-11-01/P1M,88
E06000046,Home delivery,2023-12-01/P1M,120
E06000046,Home delivery,2024-01-01/P1M,115
E06000046,Home delivery,2024-02-01/P1M,7
E06000046,Home delivery,2024-03-01/P1M,90
E09000019,Shared building,2023-04-01/P1M,61170
E09000019,Shared building,2023-05-01/P1M,70296
E09000019,Shared building,2023-06-01/P1M,70928
E09000019,Shared building,2023-07-01/P1M,72525
E09000019,Shared building,2023-08-01/P1M,65142
E09000019,Shared building,2023-09-01/P1M,72378
E09000019,Shared building,2023-10-01/P1M,73900
E09000019,Shared building,2023-11-01/P1M,73158
E09000019,Shared building,2023-12-01/P1M,60704
E09000019,Shared building,2024-01-01/P1M,72478
E09000019,Shared building,2024-02-01/P1M,70081
E09000019,Shared building,2024-03-01/P1M,72389
E09000019,Home delivery,2023-04-01/P1Y,1800
E09000020,Shared building,2023-04-01/P1M,49286
E09000020,Shared building,2023-05-01/P1M,52229
E09000020,Shared building,2023-06-01/P1M,51482
E09000020,Shared building,2023-07-01/P1M,44151
E09000020,Shared building,2023-08-01/P1M,40699
E09000020,Shared building,2023-09-01/P1M,46762
E09000020,Shared building,2023-10-01/P1M,50583
E09000020,Shared building,2023-11-01/P1M,50002
