Authority,Location,Period,Count
E09000024,Home delivery,2023-04-01/P1M,90
E09000024,Home delivery,2023-05-01/P1M,90
E09000024,Home delivery,2023-06-01/P1M,89
E09000024,Home delivery,2023-07-01/P1M,89
E09000024,Home delivery,2023-08-01/P1M,89
E09000024,Home delivery,2023-09-01/P1M,101
E09000024,Home delivery,2023-10-01/P1M,97
E09000024,Home delivery,2023-11-01/P1M,98
E09000024,Home delivery,2023-12-01/P1M,98
E09000024,Home delivery,2024-01-01/P1M,91
E09000024,Home delivery,2024-02-01/P1M,91
E09000024,Home delivery,2024-03-01/P1M,91
E08000021,Shared building,2023-04-01/P1M,38812
E08000021,Shared building,2023-05-01/P1M,38858
E08000021,Shared building,2023-06-01/P1M,38273
E08000021,Shared building,2023-07-01/P1M,43146
E08000021,Shared building,2023-08-01/P1M,52094
E08000021,Shared building,2023-09-01/P1M,48286
E08000021,Shared building,2023-10-01/P1M,49993
E08000021,Shared building,2023-11-01/P1M,49922
E08000021,Shared building,2023-12-01/P1M,41243
E08000021,Shared building,2024-01-01/P1M,50155
E08000021,Shared building,2024-02-01/P1M,50218
E08000021,Shared building,2024-03-01/P1M,50234
E08000021,Home delivery,2023-04-01/P1M,65
E08000021,Home delivery,2023-05-01/P1M,63
E08000021,Home delivery,2023-06-01/P1M,63
E08000021,Home delivery,2023-07-01/P1M,71
E08000021,Home delivery,2023-08-01/P1M,68
E08000021,Home delivery,2023-09-01/P1M,66
E08000021,Home delivery,2023-10-01/P1M,65
E08000021,Home delivery,2023-11-01/P1M,66
E08000021,Home delivery,2023-12-01/P1M,68
E08000021,Home delivery,2024-01-01/P1M,67
E08000021,Home delivery,2024-02-01/P1M,69
E08000021,Home delivery,2024-03-01/P1M,72
E09000025,Shared building,2023-04-01/P1M,95355
E09000025,Shared building,2023-05-01/P1M,115756
E09000025,Shared building,2023-06-01/P1M,103390
E09000025,Shared building,2023-07-01/P1M,100499
E09000025,Shared building,2023-08-01/P1M,95348
E09000025,Shared building,2023-09-01/P1M,91134
E09000025,Shared building,2023-10-01/P1M,114775
E09000025,Shared building,2023-11-01/P1M,117086
E09000025,Shared building,2023-12-01/P1M,96595
E09000025,Shared building,2024-01-01/P1M,119111
E09000025,Shared building,2024-02-01/P1M,123919
E09000025,Shared building,2024-03-01/P1M,129977
E10000020,Shared building,2023-04-01/P1M,161919
E10000020,Shared building,2023-05-01/P1M,172535
E10000020,Shared building,2023-06-01/P1M,167666
E10000020,Shared building,2023-07-01/P1M,193924
E10000020,Shared building,2023-08-01/P1M,195257
E10000020,Shared building,2023-09-01/P1M,185347
E10000020,Shared building,2023-10-01/P1M,203959
E10000020,Shared building,2023-11-01/P1M,208232
E10000020,Shared building,2023-12-01/P1M,169459
E10000020,Shared building,2024-01-01/P1M,209100
E10000020,Shared building,2024-02-01/P1M,208315
E10000020,Shared building,2024-03-01/P1M,202840
E06000012,Shared building,2023-04-01/P1M,9566
E06000012,Shared building,2023-05-01/P1M,9824
E06000012,Shared building,2023-06-01/P1M,10177
E06000012,Shared building,2023-07-01/P1M,10536
E06000012,Shared building,2023-08-01/P1M,12740
E06000012,Shared building,2023-09-01/P1M,10937
E06000012,Shared building,2023-10-01/P1M,10626
E06000012,Shared building,2023-11-01/P1M,10947
E06000012,Shared building,2023-12-01/P1M,6898
E06000012,Shared building,2024-01-01/P1M,11085
E06000012,Shared building,2024-02-01/P1M,10264
E06000012,Shared building,2024-03-01/P1M,11717
E06000012,Library,2023-04-01/P1M,1879
E06000012,Library,2023-05-01/P1M,2148
E06000012,Library,2023-06-01/P1M,1927
E06000012,Library,2023-07-01/P1M,2082
E06000012,Library,2023-08-01/P1M,2264
E06000012,Library,2023-09-01/P1M,1957
E06000012,Library,2023-10-01/P1M,1831
E06000012,Library,2023-11-01/P1M,2040
E06000012,Library,2023-12-01/P1M,1449
E06000012,Library,2024-01-01/P1M,1001
E06000012,Library,2024-02-01/P1M,1207
E06000012,Library,2024-03-01/P1M,918
E06000012,Home delivery,2023-04-01/P1M,91
E06000012,Home delivery,2023-05-01/P1M,93
E06000012,Home delivery,2023-06-01/P1M,91
E06000012,Home delivery,2023-07-01/P1M,91
E06000012,Home delivery,2023-08-01/P1M,89
E06000012,Home delivery,2023-09-01/P1M,85
E06000012,Home delivery,2023-10-01/P1M,82
E06000012,Home delivery,2023-11-01/P1M,82
E06000012,Home delivery,2023-12-01/P1M,81
E06000012,Home delivery,2024-01-01/P1M,84
E06000012,Home delivery,2024-02-01/P1M,88
E06000012,Home delivery,2024-03-01/P1M,86
E06000013,Shared building,2023-04-01/P1M,650
E06000013,Shared building,2023-05-01/P1M,650
E06000013,Shared building,2023-06-01/P1M,650
E06000013,Shared building,2023-07-01/P1M,650
E06000013,Shared building,2023-08-01/P1M,650
E06000013,Shared building,2023-09-01/P1M,650
E06000013,Shared building,2023-10-01/P1M,650
E06000013,Shared building,2023-11-01/P1M,650
E06000013,Shared building,2023-12-01/P1M,650
E06000013,Shared building,2024-01-01/P1M,651
E06000013,Shared building,2024-02-01/P1M,700
E06000013,Shared building,2024-03-01/P1M,638
E06000013,Library,2023-04-01/P1M,22710
E06000013,Library,2023-05-01/P1M,23766
E06000013,Library,2023-06-01/P1M,25244
E06000013,Library,2023-07-01/P1M,28343
E06000013,Library,2023-08-01/P1M,28386
E06000013,Library,2023-09-01/P1M,24840
E06000013,Library,2023-10-01/P1M,27608
E06000013,Library,2023-11-01/P1M,28560
E06000013,Library,2023-12-01/P1M,19473
E06000013,Library,2024-01-01/P1M,27996
E06000013,Library,2024-02-01/P1M,28525
E06000013,Library,2024-03-01/P1M,28312
E06000013,Mobile library,2023-04-01/P1M,634
E06000013,Mobile library,2023-05-01/P1M,299
E06000013,Mobile library,2023-06-01/P1M,872
E06000013,Mobile library,2023-07-01/P1M,568
E06000013,Mobile library,2023-08-01/P1M,400
E06000013,Mobile library,2023-09-01/P1M,681
E06000013,Mobile library,2023-10-01/P1M,621
E06000013,Mobile library,2023-11-01/P1M,861
E06000013,Mobile library,2023-12-01/P1M,129
E06000013,Mobile library,2024-01-01/P1M,681
E06000013,Mobile library,2024-02-01/P1M,668
E06000013,Mobile library,2024-03-01/P1M,517
E06000013,Home delivery,2023-04-01/P1M,128
E06000013,Home delivery,2023-05-01/P1M,104
E06000013,Home delivery,2023-06-01/P1M,105
E06000013,Home delivery,2023-07-01/P1M,156
E06000013,Home delivery,2023-08-01/P1M,84
E06000013,Home delivery,2023-09-01/P1M,137
E06000013,Home delivery,2023-10-01/P1M,196
E06000013,Home delivery,2023-11-01/P1M,146
E06000013,Home delivery,2023-12-01/P1M,99
E06000013,Home delivery,2024-01-01/P1M,166
E06000013,Home delivery,2024-02-01/P1M,154
E06000013,Home delivery,2024-03-01/P1M,137
E06000024,Shared building,2023-04-01/P1M,31818
E06000024,Shared building,2023-05-01/P1M,30319
E06000024,Shared building,2023-06-01/P1M,33214
E06000024,Shared building,2023-07-01/P1M,38615
E06000024,Shared building,2023-08-01/P1M,44707
E06000024,Shared building,2023-09-01/P1M,36864
E06000024,Shared building,2023-10-01/P1M,35783
E06000024,Shared building,2023-11-01/P1M,36399
E06000024,Shared building,2023-12-01/P1M,30193
E06000024,Shared building,2024-01-01/P1M,39728
E06000024,Shared building,2024-02-01/P1M,38349
E06000024,Shared building,2024-03-01/P1M,38298
E06000024,Home delivery,2023-04-01/P1M,67
E06000024,Home delivery,2023-05-01/P1M,72
E06000024,Home delivery,2023-06-01/P1M,73
E06000024,Home delivery,2023-07-01/P1M,68
E06000024,Home delivery,2023-08-01/P1M,71
E06000024,Home delivery,2023-09-01/P1M,70
E06000024,Home delivery,2023-10-01/P1M,71
E06000024,Home delivery,2023-11-01/P1M,74
E06000024,Home delivery,2023-12-01/P1M,63
E06000024,Home delivery,2024-01-01/P1M,69
E06000024,Home delivery,2024-02-01/P1M,78
E06000024,Home delivery,2024-03-01/P1M,80
E08000022,Shared building,2023-04-01/P1M,7587
E08000022,Shared building,2023-05-01/P1M,8727
E08000022,Shared building,2023-06-01/P1M,8764
E08000022,Shared building,2023-07-01/P1M,7615
E08000022,Shared building,2023-08-01/P1M,8436
E08000022,Shared building,2023-09-01/P1M,7643
E08000022,Shared building,2023-10-01/P1M,7652
E08000022,Shared building,2023-11-01/P1M,6861
E08000022,Shared building,2023-12-01/P1M,5158
E08000022,Shared building,2024-01-01/P1M,8535
E08000022,Shared building,2024-02-01/P1M,7827
E08000022,Shared building,2024-03-01/P1M,7681
E08000022,Library,2023-04-01/P1M,61919
E08000022,Library,2023-05-01/P1M,63644
E08000022,Library,2023-06-01/P1M,65188
E08000022,Library,2023-07-01/P1M,67923
E08000022,Library,2023-08-01/P1M,70861
E08000022,Library,2023-09-01/P1M,66258
E08000022,Library,2023-10-01/P1M,70841
E08000022,Library,2023-11-01/P1M,69675
E08000022,Library,2023-12-01/P1M,61602
E08000022,Library,2024-01-01/P1M,74982
E08000022,Library,2024-02-01/P1M,71055
E08000022,Library,2024-03-01/P1M,70209
E08000022,Mobile library,2023-04-01/P1M,225
E08000022,Mobile library,2023-05-01/P1M,138
E08000022,Mobile library,2023-06-01/P1M,139
E08000022,Mobile library,2023-07-01/P1M,171
E08000022,Mobile library,2023-08-01/P1M,264
E08000022,Mobile library,2023-09-01/P1M,186
E08000022,Mobile library,2023-10-01/P1M,183
E08000022,Mobile library,2023-11-01/P1M,266
E08000022,Mobile library,2023-12-01/P1M,189
E08000022,Mobile library,2024-01-01/P1M,153
E08000022,Mobile library,2024-02-01/P1M,186
E08000022,Mobile library,2024-03-01/P1M,269
E08000022,Home delivery,2023-04-01/P1M,105
E08000022,Home delivery,2023-05-01/P1M,109
E08000022,Home delivery,2023-06-01/P1M,110
E08000022,Home delivery,2023-07-01/P1M,93
E08000022,Home delivery,2023-08-01/P1M,94
E08000022,Home delivery,2023-09-01/P1M,122
E08000022,Home delivery,2023-10-01/P1M,100
E08000022,Home delivery,2023-11-01/P1M,101
E08000022,Home delivery,2023-12-01/P1M,78
E08000022,Home delivery,2024-01-01/P1M,85
E08000022,Home delivery,2024-02-01/P1M,94
E08000022,Home delivery,2024-03-01/P1M,125
E10000023,Shared building,2023-04-01/P1M,86957
E10000023,Shared building,2023-05-01/P1M,89075
E10000023,Shared building,2023-06-01/P1M,101417
E10000023,Shared building,2023-07-01/P1M,119051
E10000023,Shared building,2023-08-01/P1M,121018
E10000023,Shared building,2023-09-01/P1M,107695
E10000023,Shared building,2023-10-01/P1M,106695
E10000023,Shared building,2023-11-01/P1M,109264
E10000023,Shared building,2023-12-01/P1M,82124
E10000023,Shared building,2024-01-01/P1M,102285
E10000023,Shared building,2024-02-01/P1M,103587
E10000023,Shared building,2024-03-01/P1M,104404
E10000023,Library,2023-04-01/P1M,43111
E10000023,Library,2023-05-01/P1M,40020
E10000023,Library,2023-06-01/P1M,44039
E10000023,Library,2023-07-01/P1M,45711
E10000023,Library,2023-08-01/P1M,50418
E10000023,Library,2023-09-01/P1M,44797
E10000023,Library,2023-10-01/P1M,42883
E10000023,Library,2023-11-01/P1M,41267
E10000023,Library,2023-12-01/P1M,37064
E10000023,Library,2024-01-01/P1M,38989
E10000023,Library,2024-02-01/P1M,40431
E10000023,Library,2024-03-01/P1M,42785
E10000023,Mobile library,2023-04-01/P1M,624
E10000023,Mobile library,2023-05-01/P1M,436
E10000023,Mobile library,2023-06-01/P1M,417
E10000023,Mobile library,2023-07-01/P1M,455
E10000023,Mobile library,2023-08-01/P1M,338
E10000023,Mobile library,2023-09-01/P1M,464
E10000023,Mobile library,2023-10-01/P1M,371
E10000023,Mobile library,2023-11-01/P1M,417
E10000023,Mobile library,2023-12-01/P1M,363
E10000023,Mobile library,2024-01-01/P1M,461
E10000023,Mobile library,2024-02-01/P1M,479
E10000023,Mobile library,2024-03-01/P1M,396
E10000023,Home delivery,2023-04-01/P1M,888
E10000023,Home delivery,2023-05-01/P1M,932
E10000023,Home delivery,2023-06-01/P1M,974
E10000023,Home delivery,2023-07-01/P1M,987
E10000023,Home delivery,2023-08-01/P1M,987
E10000023,Home delivery,2023-09-01/P1M,973
E10000023,Home delivery,2023-10-01/P1M,978
E10000023,Home delivery,2023-11-01/P1M,954
E10000023,Home delivery,2023-12-01/P1M,958
E10000023,Home delivery,2024-01-01/P1M,964
E10000023,Home delivery,2024-02-01/P1M,967
E10000023,Home delivery,2024-03-01/P1M,957
E06000018,Shared building,2023-04-01/P1M,19052
E06000018,Shared building,2023-05-01/P1M,18796
E06000018,Shared building,2023-06-01/P1M,18627
E06000018,Shared building,2023-07-01/P1M,19872
E06000018,Shared building,2023-08-01/P1M,22507
E06000018,Shared building,2023-09-01/P1M,22908
E06000018,Shared building,2023-10-01/P1M,21083
E06000018,Shared building,2023-11-01/P1M,27143
E06000018,Shared building,2023-12-01/P1M,43204
E06000018,Shared building,2024-01-01/P1M,49194
E06000018,Shared building,2024-02-01/P1M,47381
E06000018,Shared building,2024-03-01/P1M,46829
E06000018,Library,2023-04-01/P1M,18808
E06000018,Library,2023-05-01/P1M,16926
E06000018,Library,2023-06-01/P1M,16804
E06000018,Library,2023-07-01/P1M,17857
E06000018,Library,2023-08-01/P1M,14595
E06000018,Library,2023-09-01/P1M,16054
E06000018,Library,2023-10-01/P1M,16181
E06000018,Library,2023-11-01/P1M,15911
E06000018,Library,2023-12-01/P1M,14314
E06000018,Library,2024-01-01/P1M,14109
E06000018,Library,2024-02-01/P1M,15714
E06000018,Library,2024-03-01/P1M,16036
E06000018,Home delivery,2023-04-01/P1M,91
E06000018,Home delivery,2023-05-01/P1M,138
E06000018,Home delivery,2023-06-01/P1M,92
E06000018,Home delivery,2023-07-01/P1M,144
E06000018,Home delivery,2023-08-01/P1M,92
E06000018,Home delivery,2023-09-01/P1M,144
E06000018,Home delivery,2023-10-01/P1M,92
E06000018,Home delivery,2023-11-01/P1M,133
E06000018,Home delivery,2023-12-01/P1M,103
E06000018,Home delivery,2024-01-01/P1M,133
E06000018,Home delivery,2024-02-01/P1M,94
E06000018,Home delivery,2024-03-01/P1M,84
E10000024,Shared building,2023-04-01/P1M,138133
E10000024,Shared building,2023-05-01/P1M,138862
E10000024,Shared building,2023-06-01/P1M,129510
E10000024,Shared building,2023-07-01/P1M,159330
E10000024,Shared building,2023-08-01/P1M,158660
E10000024,Shared building,2023-09-01/P1M,141842
E10000024,Shared building,2023-10-01/P1M,158256
E10000024,Shared building,2023-11-01/P1M,160271
E10000024,Shared building,2023-12-01/P1M,125672
E10000024,Shared building,2024-01-01/P1M,152341
E10000024,Shared building,2024-02-01/P1M,159329
E10000024,Shared building,2024-03-01/P1M,152121
E10000024,Mobile library,2023-04-01/P1M,2598
E10000024,Mobile library,2023-05-01/P1M,2733
E10000024,Mobile library,2023-06-01/P1M,2337
E10000024,Mobile library,2023-07-01/P1M,2837
E10000024,Mobile library,2023-08-01/P1M,2435
E10000024,Mobile library,2023-09-01/P1M,2836
E10000024,Mobile library,2023-10-01/P1M,2498
E10000024,Mobile library,2023-11-01/P1M,2700
E10000024,Mobile library,2023-12-01/P1M,2807
E10000024,Mobile library,2024-01-01/P1M,3007
E10000024,Mobile library,2024-02-01/P1M,2520
E10000024,Mobile library,2024-03-01/P1M,2900
E08000004,Shared building,2023-04-01/P1M,12042
E08000004,Shared building,2023-05-01/P1M,14206
E08000004,Shared building,2023-06-01/P1M,14423
E08000004,Shared building,2023-07-01/P1M,15255
E08000004,Shared building,2023-08-01/P1M,18594
E08000004,Shared building,2023-09-01/P1M,13994
E08000004,Shared building,2023-10-01/P1M,15049
E08000004,Shared building,2023-11-01/P1M,14698
E08000004,Shared building,2023-12-01/P1M,9853
E08000004,Shared building,2024-01-01/P1M,13938
E08000004,Shared building,2024-02-01/P1M,15075
E08000004,Shared building,2024-03-01/P1M,14350
E08000004,Library,2023-04-01/P1M,43491
E08000004,Library,2023-05-01/P1M,49698
E08000004,Library,2023-06-01/P1M,46982
E08000004,Library,2023-07-01/P1M,46430
E08000004,Library,2023-08-01/P1M,46453
E08000004,Library,2023-09-01/P1M,47136
E08000004,Library,2023-10-01/P1M,47869
E08000004,Library,2023-11-01/P1M,54748
E08000004,Library,2023-12-01/P1M,41748
E08000004,Library,2024-01-01/P1M,57549
E08000004,Library,2024-02-01/P1M,59565
E08000004,Library,2024-03-01/P1M,53829
E08000004,Home delivery,2023-04-01/P1M,3
E08000004,Home delivery,2023-05-01/P1M,4
E08000004,Home delivery,2023-06-01/P1M,4
E08000004,Home delivery,2023-07-01/P1M,5
E08000004,Home delivery,2023-08-01/P1M,3
E08000004,Home delivery,2023-09-01/P1M,4
E08000004,Home delivery,2023-10-01/P1M,7
E08000004,Home delivery,2023-11-01/P1M,5
E08000004,Home delivery,2023-12-01/P1M,5
E08000004,Home delivery,2024-01-01/P1M,5
E08000004,Home delivery,2024-02-01/P1M,4
E08000004,Home delivery,2024-03-01/P1M,5
E10000025,Shared building,2023-04-01/P1M,147797
E10000025,Shared building,2023-05-01/P1M,150507
E10000025,Shared building,2023-06-01/P1M,150352
E10000025,Shared building,2023-07-01/P1M,176472
E10000025,Shared building,2023-08-01/P1M,170349
E10000025,Shared building,2023-09-01/P1M,159746
E10000025,Shared building,2023-10-01/P1M,168313
E10000025,Shared building,2023-11-01/P1M,161353
E10000025,Shared building,2023-12-01/P1M,127968
E10000025,Shared building,2024-01-01/P1M,164591
E10000025,Shared building,2024-02-01/P1M,164539
E10000025,Shared building,2024-03-01/P1M,167138
E10000025,Home delivery,2023-04-01/P1M,1228
E10000025,Home delivery,2023-05-01/P1M,1228
E10000025,Home delivery,2023-06-01/P1M,1228
E10000025,Home delivery,2023-07-01/P1M,1228
E10000025,Home delivery,2023-08-01/P1M,1228
E10000025,Home delivery,2023-09-01/P1M,1228
E10000025,Home delivery,2023-10-01/P1M,1228
E10000025,Home delivery,2023-11-01/P1M,1228
E10000025,Home delivery,2023-12-01/P1M,1228
E10000025,Home delivery,2024-01-01/P1M,1228
E10000025,Home delivery,2024-02-01/P1M,1228
E10000025,Home delivery,2024-03-01/P1M,1228
E06000031,Shared building,2023-04-01/P1M,9446
E06000031,Shared building,2023-05-01/P1M,9340
E06000031,Shared building,2023-06-01/P1M,8297
E06000031,Shared building,2023-07-01/P1M,10410
E06000031,Shared building,2023-08-01/P1M,11526
E06000031,Shared building,2023-09-01/P1M,9491
E06000031,Shared building,2023-10-01/P1M,10862
E06000031,Shared building,2023-11-01/P1M,10793
E06000031,Shared building,2023-12-01/P1M,7628
E06000031,Shared building,2024-01-01/P1M,9970
E06000031,Shared building,2024-02-01/P1M,9663
E06000031,Shared building,2024-03-01/P1M,12331
E06000031,Library,2023-04-01/P1M,4149
E06000031,Library,2023-05-01/P1M,5257
E06000031,Library,2023-06-01/P1M,5336
E06000031,Library,2023-07-01/P1M,4801
E06000031,Library,2023-08-01/P1M,4743
E06000031,Library,2023-09-01/P1M,5138
E06000031,Library,2023-10-01/P1M,5110
E06000031,Library,2023-11-01/P1M,5325
E06000031,Library,2023-12-01/P1M,3816
E06000031,Library,2024-01-01/P1M,5699
E06000031,Library,2024-02-01/P1M,5979
E06000031,Library,2024-03-01/P1M,5505
E06000031,Mobile library,2023-04-01/P1M,918
E06000031,Mobile library,2023-05-01/P1M,1095
E06000031,Mobile library,2023-06-01/P1M,785
E06000031,Mobile library,2023-07-01/P1M,965
E06000031,Mobile library,2023-08-01/P1M,1171
E06000031,Mobile library,2023-09-01/P1M,848
E06000031,Mobile library,2023-10-01/P1M,1166
E06000031,Mobile library,2023-11-01/P1M,1406
E06000031,Mobile library,2023-12-01/P1M,719
E06000031,Mobile library,2024-01-01/P1M,992
E06000031,Mobile library,2024-02-01/P1M,1069
E06000031,Mobile library,2024-03-01/P1M,1052
E06000031,Home delivery,2023-04-01/P1M,242
E06000031,Home delivery,2023-05-01/P1M,211
E06000031,Home delivery,2023-06-01/P1M,198
E06000031,Home delivery,2023-07-01/P1M,213
E06000031,Home delivery,2023-08-01/P1M,306
E06000031,Home delivery,2023-09-01/P1M,235
E06000031,Home delivery,2023-10-01/P1M,307
E06000031,Home delivery,2023-11-01/P1M,199
E06000031,Home delivery,2023-12-01/P1M,170
E06000031,Home delivery,2024-01-01/P1M,214
E06000031,Home delivery,2024-02-01/P1M,237
E06000031,Home delivery,2024-03-01/P1M,227
E06000044,Shared building,2023-04-01/P1M,60126
E06000044,Shared building,2023-05-01/P1M,52006
E06000044,Shared building,2023-06-01/P1M,53200
E06000044,Shared building,2023-07-01/P1M,67192
E06000044,Shared building,2023-08-01/P1M,59071
E06000044,Shared building,2023-09-01/P1M,57535
E06000044,Shared building,2023-10-01/P1M,55744
E06000044,Shared building,2023-11-01/P1M,55002
E06000044,Shared building,2023-12-01/P1M,44756
E06000044,Shared building,2024-01-01/P1M,46614
E06000044,Shared building,2024-02-01/P1M,47519
E06000044,Shared building,2024-03-01/P1M,44644
E06000044,Mobile library,2023-04-01/P1M,351
E06000044,Mobile library,2023-05-01/P1M,479
E06000044,Mobile library,2023-06-01/P1M,744
E06000044,Mobile library,2023-07-01/P1M,646
E06000044,Mobile library,2023-08-01/P1M,491
E06000044,Mobile library,2023-09-01/P1M,598
E06000044,Mobile library,2023-10-01/P1M,479
E06000044,Mobile library,2023-11-01/P1M,317
E06000044,Mobile library,2023-12-01/P1M,374
E06000044,Mobile library,2024-01-01/P1M,460
E06000044,Mobile library,2024-02-01/P1M,483
E06000044,Mobile library,2024-03-01/P1M,276
E06000044,Home delivery,2023-03-01/P3M,1744
E06000044,Home delivery,2023-06-01/P3M,1497
E06000044,Home delivery,2023-09-01/P3M,2015
E06000044,Home delivery,2023-12-01/P3M,1499
E06000038,Shared building,2023-04-01/P1M,21400
E06000038,Shared building,2023-05-01/P1M,22100
E06000038,Shared building,2023-06-01/P1M,22800
E06000038,Shared building,2023-07-01/P1M,23500
E06000038,Shared building,2023-08-01/P1M,27100
E06000038,Shared building,2023-09-01/P1M,24100
E06000038,Shared building,2023-10-01/P1M,24200
E06000038,Shared building,2023-11-01/P1M,22500
E06000038,Shared building,2023-12-01/P1M,18400
E06000038,Shared building,2024-01-01/P1M,26100
E06000038,Shared building,2024-02-01/P1M,20800
E06000038,Shared building,2024-03-01/P1M,23000
E08000018,Shared building,2023-04-01/P1M,14865
E08000018,Shared building,2023-05-01/P1M,13730
E08000018,Shared building,2023-06-01/P1M,14138
E08000018,Shared building,2023-07-01/P1M,15987
E08000018,Shared building,2023-08-01/P1M,16101
E08000018,Shared building,2023-09-01/P1M,15345
E08000018,Shared building,2023-10-01/P1M,17489
E08000018,Shared building,2023-11-01/P1M,15492
E08000018,Shared building,2023-12-01/P1M,10812
E08000018,Shared building,2024-01-01/P1M,14249
E08000018,Shared building,2024-02-01/P1M,15843
E08000018,Shared building,2024-03-01/P1M,15803
E08000018,Library,2023-04-01/P1M,13441
E08000018,Library,2023-05-01/P1M,13423
E08000018,Library,2023-06-01/P1M,13224
E08000018,Library,2023-07-01/P1M,16048
E08000018,Library,2023-08-01/P1M,14998
E08000018,Library,2023-09-01/P1M,15754
E08000018,Library,2023-10-01/P1M,15272
E08000018,Library,2023-11-01/P1M,14818
E08000018,Library,2023-12-01/P1M,9184
E08000018,Library,2024-01-01/P1M,15776
E08000018,Library,2024-02-01/P1M,17414
E08000018,Library,2024-03-01/P1M,17551
E08000018,Home delivery,2023-04-01/P1M,178
E08000018,Home delivery,2023-05-01/P1M,206
E08000018,Home delivery,2023-06-01/P1M,199
E08000018,Home delivery,2023-07-01/P1M,173
E08000018,Home delivery,2023-08-01/P1M,203
E08000018,Home delivery,2023-09-01/P1M,199
E08000018,Home delivery,2023-10-01/P1M,191
E08000018,Home delivery,2023-11-01/P1M,190
E08000018,Home delivery,2023-12-01/P1M,101
E08000018,Home delivery,2024-01-01/P1M,189
E08000018,Home delivery,2024-02-01/P1M,185
E08000018,Home delivery,2024-03-01/P1M,182
E06000040,Shared building,2023-04-01/P1M,35717
E06000040,Shared building,2023-05-01/P1M,36962
E06000040,Shared building,2023-06-01/P1M,40093
E06000040,Shared building,2023-07-01/P1M,45181
E06000040,Shared building,2023-08-01/P1M,44981
E06000040,Shared building,2023-09-01/P1M,45631
E06000040,Shared building,2023-10-01/P1M,39369
E06000040,Shared building,2023-11-01/P1M,25128
E06000040,Shared building,2023-12-01/P1M,32910
E06000040,Shared building,2024-01-01/P1M,40244
E06000040,Shared building,2024-02-01/P1M,38966
E06000040,Shared building,2024-03-01/P1M,43143
E06000040,Home delivery,2023-04-01/P1M,220
E06000040,Home delivery,2023-05-01/P1M,561
E06000040,Home delivery,2023-06-01/P1M,826
E06000040,Home delivery,2023-07-01/P1M,967
E06000040,Home delivery,2023-08-01/P1M,758
E06000040,Home delivery,2023-09-01/P1M,904
E06000040,Home delivery,2023-10-01/P1M,903
E06000040,Home delivery,2023-11-01/P1M,938
E06000040,Home delivery,2023-12-01/P1M,707
E06000040,Home delivery,2024-01-01/P1M,1071
E06000040,Home delivery,2024-02-01/P1M,775
E06000040,Home delivery,2024-03-01/P1M,890
E06000017,Shared building,2023-04-01/P1M,7322
E06000017,Shared building,2023-05-01/P1M,7537
E06000017,Shared building,2023-06-01/P1M,5959
E06000017,Shared building,2023-07-01/P1M,6141
E06000017,Shared building,2023-08-01/P1M,8638
E06000017,Shared building,2023-09-01/P1M,7625
E06000017,Shared building,2023-10-01/P1M,7814
E06000017,Shared building,2023-11-01/P1M,7669
E06000017,Shared building,2023-12-01/P1M,6101
E06000017,Shared building,2024-01-01/P1M,8095
E06000017,Shared building,2024-02-01/P1M,7679
E06000017,Shared building,2024-03-01/P1M,7483
E06000017,Home delivery,2023-04-01/P1M,179
E06000017,Home delivery,2023-05-01/P1M,210
E06000017,Home delivery,2023-06-01/P1M,225
E06000017,Home delivery,2023-07-01/P1M,187
E06000017,Home delivery,2023-08-01/P1M,199
E06000017,Home delivery,2023-09-01/P1M,185
E06000017,Home delivery,2023-10-01/P1M,226
E06000017,Home delivery,2023-11-01/P1M,238
E06000017,Home delivery,2023-12-01/P1M,183
E06000017,Home delivery,2024-01-01/P1M,208
E06000017,Home delivery,2024-02-01/P1M,225
E06000017,Home delivery,2024-03-01/P1M,266
E08000006,Shared building,2023-04-01/P1M,5662
E08000006,Shared building,2023-05-01/P1M,5064
E08000006,Shared building,2023-06-01/P1M,6256
E08000006,Shared building,2023-07-01/P1M,6984
E08000006,Shared building,2023-08-01/P1M,5081
E08000006,Shared building,2023-09-01/P1M,5823
E08000006,Shared building,2023-10-01/P1M,6252
E08000006,Shared building,2023-11-01/P1M,6304
E08000006,Shared building,2023-12-01/P1M,4817
E08000006,Shared building,2024-01-01/P1M,3921
E08000006,Shared building,2024-02-01/P1M,6791
E08000006,Shared building,2024-03-01/P1M,6165
E08000006,Library,2023-04-01/P1M,56092
E08000006,Library,2023-05-01/P1M,58194
E08000006,Library,2023-06-01/P1M,53964
E08000006,Library,2023-07-01/P1M,59021
E08000006,Library,2023-08-01/P1M,82755
E08000006,Library,2023-09-01/P1M,55519
E08000006,Library,2023-10-01/P1M,62596
E08000006,Library,2023-11-01/P1M,58137
E08000006,Library,2023-12-01/P1M,53704
E08000006,Library,2024-01-01/P1M,59137
E08000006,Library,2024-02-01/P1M,55669
E08000006,Library,2024-03-01/P1M,61123
E08000028,Shared building,2023-04-01/P1M,26085
E08000028,Shared building,2023-05-01/P1M,27384
E08000028,Shared building,2023-06-01/P1M,29812
E08000028,Shared building,2023-07-01/P1M,31340
E08000028,Shared building,2023-08-01/P1M,27681
E08000028,Shared building,2023-09-01/P1M,27165
E08000028,Shared building,2023-10-01/P1M,30126
E08000028,Shared building,2023-11-01/P1M,27984
E08000028,Shared building,2023-12-01/P1M,21449
E08000028,Shared building,2024-01-01/P1M,28143
