Authority,Format,Content age group,Period,Count
E10000008,Ebook,Unknown,2023-07-01/P1M,18927
E10000008,Ebook,Unknown,2023-08-01/P1M,19751
E10000008,Ebook,Unknown,2023-09-01/P1M,18650
E10000008,Ebook,Unknown,2023-10-01/P1M,19242
E10000008,Ebook,Unknown,2023-11-01/P1M,18100
E10000008,Ebook,Unknown,2023-12-01/P1M,18411
E10000008,Ebook,Unknown,2024-01-01/P1M,19303
E10000008,Ebook,Unknown,2024-02-01/P1M,19469
E10000008,Ebook,Unknown,2024-03-01/P1M,19710
E10000008,Physical audiobook,Unknown,2023-04-01/P1M,20353
E10000008,Physical audiobook,Unknown,2023-05-01/P1M,20427
E10000008,Physical audiobook,Unknown,2023-06-01/P1M,19873
E10000008,Physical audiobook,Unknown,2023-07-01/P1M,21761
E10000008,Physical audiobook,Unknown,2023-08-01/P1M,22647
E10000008,Physical audiobook,Unknown,2023-09-01/P1M,21917
E10000008,Physical audiobook,Unknown,2023-10-01/P1M,23016
E10000008,Physical audiobook,Unknown,2023-11-01/P1M,22114
E10000008,Physical audiobook,Unknown,2023-12-01/P1M,21932
E10000008,Physical audiobook,Unknown,2024-01-01/P1M,24534
E10000008,Physical audiobook,Unknown,2024-02-01/P1M,22507
E10000008,Physical audiobook,Unknown,2024-03-01/P1M,24849
E08000017,Physical book,Adult,2023-04-01/P1M,16652
E08000017,Physical book,Adult,2023-05-01/P1M,17822
E08000017,Physical book,Adult,2023-06-01/P1M,17543
E08000017,Physical book,Adult,2023-07-01/P1M,18181
E08000017,Physical book,Adult,2023-08-01/P1M,19477
E08000017,Physical book,Adult,2023-09-01/P1M,18368
E08000017,Physical book,Adult,2023-10-01/P1M,18217
E08000017,Physical book,Adult,2023-11-01/P1M,18026
E08000017,Physical book,Adult,2023-12-01/P1M,13639
E08000017,Physical book,Adult,2024-01-01/P1M,20270
E08000017,Physical book,Adult,2024-02-01/P1M,18400
E08000017,Physical book,Adult,2024-03-01/P1M,18421
E08000017,Physical book,Under 12,2023-04-01/P1M,5972
E08000017,Physical book,Under 12,2023-05-01/P1M,5362
E08000017,Physical book,Under 12,2023-06-01/P1M,5046
E08000017,Physical book,Under 12,2023-07-01/P1M,7428
E08000017,Physical book,Under 12,2023-08-01/P1M,8600
E08000017,Physical book,Under 12,2023-09-01/P1M,5867
E08000017,Physical book,Under 12,2023-10-01/P1M,6101
E08000017,Physical book,Under 12,2023-11-01/P1M,5298
E08000017,Physical book,Under 12,2023-12-01/P1M,3147
E08000017,Physical book,Under 12,2024-01-01/P1M,5502
E08000017,Physical book,Under 12,2024-02-01/P1M,5808
E08000017,Physical book,Under 12,2024-03-01/P1M,5116
E08000017,Physical book,12-17,2023-04-01/P1M,250
E08000017,Physical book,12-17,2023-05-01/P1M,243
E08000017,Physical book,12-17,2023-06-01/P1M,268
E08000017,Physical book,12-17,2023-07-01/P1M,339
E08000017,Physical book,12-17,2023-08-01/P1M,393
E08000017,Physical book,12-17,2023-09-01/P1M,245
E08000017,Physical book,12-17,2023-10-01/P1M,252
E08000017,Physical book,12-17,2023-11-01/P1M,242
E08000017,Physical book,12-17,2023-12-01/P1M,174
E08000017,Physical book,12-17,2024-01-01/P1M,264
E08000017,Physical book,12-17,2024-02-01/P1M,265
E08000017,Physical book,12-17,2024-03-01/P1M,207
E08000017,Physical audiobook,Adult,2023-04-01/P1M,506
E08000017,Physical audiobook,Adult,2023-05-01/P1M,660
E08000017,Physical audiobook,Adult,2023-06-01/P1M,586
E08000017,Physical audiobook,Adult,2023-07-01/P1M,576
E08000017,Physical audiobook,Adult,2023-08-01/P1M,672
E08000017,Physical audiobook,Adult,2023-09-01/P1M,587
E08000017,Physical audiobook,Adult,2023-10-01/P1M,488
E08000017,Physical audiobook,Adult,2023-11-01/P1M,603
E08000017,Physical audiobook,Adult,2023-12-01/P1M,576
E08000017,Physical audiobook,Adult,2024-01-01/P1M,613
E08000017,Physical audiobook,Adult,2024-02-01/P1M,659
E08000017,Physical audiobook,Adult,2024-03-01/P1M,641
E08000017,Physical audiobook,Under 12,2023-04-01/P1M,8
E08000017,Physical audiobook,Under 12,2023-05-01/P1M,9
E08000017,Physical audiobook,Under 12,2023-06-01/P1M,5
E08000017,Physical audiobook,Under 12,2023-07-01/P1M,6
E08000017,Physical audiobook,Under 12,2023-08-01/P1M,6
E08000017,Physical audiobook,Under 12,2023-09-01/P1M,5
E08000017,Physical audiobook,Under 12,2023-10-01/P1M,1
E08000017,Physical audiobook,Under 12,2023-11-01/P1M,3
E08000017,Physical audiobook,Under 12,2023-12-01/P1M,3
E08000017,Physical audiobook,Under 12,2024-01-01/P1M,2
E08000017,Physical audiobook,Under 12,2024-02-01/P1M,10
E08000017,Physical audiobook,Under 12,2024-03-01/P1M,11
E08000017,Ebook,Adult,2023-04-01/P1M,660
E08000017,Ebook,Adult,2023-05-01/P1M,851
E08000017,Ebook,Adult,2023-06-01/P1M,1038
E08000017,Ebook,Adult,2023-07-01/P1M,1256
E08000017,Ebook,Adult,2023-08-01/P1M,1363
E08000017,Ebook,Adult,2023-09-01/P1M,1276
E08000017,Ebook,Adult,2023-10-01/P1M,1300
E08000017,Ebook,Adult,2023-11-01/P1M,1303
E08000017,Ebook,Adult,2023-12-01/P1M,1288
E08000017,Ebook,Adult,2024-01-01/P1M,1367
E08000017,Ebook,Adult,2024-02-01/P1M,1381
E08000017,Ebook,Adult,2024-03-01/P1M,1396
E08000017,Ebook,Under 12,2023-04-01/P1M,37
E08000017,Ebook,Under 12,2023-05-01/P1M,22
E08000017,Ebook,Under 12,2023-06-01/P1M,14
E08000017,Ebook,Under 12,2023-07-01/P1M,33
E08000017,Ebook,Under 12,2023-08-01/P1M,48
E08000017,Ebook,Under 12,2023-09-01/P1M,38
E08000017,Ebook,Under 12,2023-10-01/P1M,24
E08000017,Ebook,Under 12,2023-11-01/P1M,20
E08000017,Ebook,Under 12,2023-12-01/P1M,22
E08000017,Ebook,Under 12,2024-01-01/P1M,22
E08000017,Ebook,Under 12,2024-02-01/P1M,28
E08000017,Ebook,Under 12,2024-03-01/P1M,38
E08000017,Ebook,12-17,2023-04-01/P1M,25
E08000017,Ebook,12-17,2023-05-01/P1M,20
E08000017,Ebook,12-17,2023-06-01/P1M,32
E08000017,Ebook,12-17,2023-07-01/P1M,33
E08000017,Ebook,12-17,2023-08-01/P1M,26
E08000017,Ebook,12-17,2023-09-01/P1M,24
E08000017,Ebook,12-17,2023-10-01/P1M,17
E08000017,Ebook,12-17,2023-11-01/P1M,26
E08000017,Ebook,12-17,2023-12-01/P1M,34
E08000017,Ebook,12-17,2024-01-01/P1M,22
E08000017,Ebook,12-17,2024-02-01/P1M,21
E08000017,Ebook,12-17,2024-03-01/P1M,24
E08000017,Eaudio,Adult,2023-04-01/P1M,738
E08000017,Eaudio,Adult,2023-05-01/P1M,642
E08000017,Eaudio,Adult,2023-06-01/P1M,815
E08000017,Eaudio,Adult,2023-07-01/P1M,818
E08000017,Eaudio,Adult,2023-08-01/P1M,890
E08000017,Eaudio,Adult,2023-09-01/P1M,850
E08000017,Eaudio,Adult,2023-10-01/P1M,833
E08000017,Eaudio,Adult,2023-11-01/P1M,859
E08000017,Eaudio,Adult,2023-12-01/P1M,765
E08000017,Eaudio,Adult,2024-01-01/P1M,904
E08000017,Eaudio,Adult,2024-02-01/P1M,847
E08000017,Eaudio,Adult,2024-03-01/P1M,940
E08000017,Eaudio,Under 12,2023-04-01/P1M,81
E08000017,Eaudio,Under 12,2023-05-01/P1M,61
E08000017,Eaudio,Under 12,2023-06-01/P1M,37
E08000017,Eaudio,Under 12,2023-07-01/P1M,97
E08000017,Eaudio,Under 12,2023-08-01/P1M,78
E08000017,Eaudio,Under 12,2023-09-01/P1M,95
E08000017,Eaudio,Under 12,2023-10-01/P1M,75
E08000017,Eaudio,Under 12,2023-11-01/P1M,43
E08000017,Eaudio,Under 12,2023-12-01/P1M,55
E08000017,Eaudio,Under 12,2024-01-01/P1M,78
E08000017,Eaudio,Under 12,2024-02-01/P1M,61
E08000017,Eaudio,Under 12,2024-03-01/P1M,103
E08000017,Eaudio,12-17,2023-04-01/P1M,35
E08000017,Eaudio,12-17,2023-05-01/P1M,15
E08000017,Eaudio,12-17,2023-06-01/P1M,51
E08000017,Eaudio,12-17,2023-07-01/P1M,41
E08000017,Eaudio,12-17,2023-08-01/P1M,41
E08000017,Eaudio,12-17,2023-09-01/P1M,38
E08000017,Eaudio,12-17,2023-10-01/P1M,25
E08000017,Eaudio,12-17,2023-11-01/P1M,36
E08000017,Eaudio,12-17,2023-12-01/P1M,45
E08000017,Eaudio,12-17,2024-01-01/P1M,42
E08000017,Eaudio,12-17,2024-02-01/P1M,34
E08000017,Eaudio,12-17,2024-03-01/P1M,33
E06000059,Physical book,Adult,2023-04-01/P1M,53192
E06000059,Physical book,Adult,2023-05-01/P1M,56104
E06000059,Physical book,Adult,2023-06-01/P1M,80501
E06000059,Physical book,Adult,2023-07-01/P1M,59160
E06000059,Physical book,Adult,2023-08-01/P1M,60607
E06000059,Physical book,Adult,2023-09-01/P1M,58693
E06000059,Physical book,Adult,2023-10-01/P1M,58596
E06000059,Physical book,Adult,2023-11-01/P1M,56111
E06000059,Physical book,Adult,2023-12-01/P1M,56516
E06000059,Physical book,Adult,2024-01-01/P1M,58527
E06000059,Physical book,Adult,2024-02-01/P1M,55198
E06000059,Physical book,Adult,2024-03-01/P1M,56716
E06000059,Physical book,Under 12,2023-04-01/P1M,29338
E06000059,Physical book,Under 12,2023-05-01/P1M,27480
E06000059,Physical book,Under 12,2023-06-01/P1M,28643
E06000059,Physical book,Under 12,2023-07-01/P1M,44564
E06000059,Physical book,Under 12,2023-08-01/P1M,47742
E06000059,Physical book,Under 12,2023-09-01/P1M,35381
E06000059,Physical book,Under 12,2023-10-01/P1M,34245
E06000059,Physical book,Under 12,2023-11-01/P1M,30926
E06000059,Physical book,Under 12,2023-12-01/P1M,25804
E06000059,Physical book,Under 12,2024-01-01/P1M,29262
E06000059,Physical book,Under 12,2024-02-01/P1M,30848
E06000059,Physical book,Under 12,2024-03-01/P1M,31213
E06000059,Physical book,12-17,2023-04-01/P1M,1298
E06000059,Physical book,12-17,2023-05-01/P1M,1211
E06000059,Physical book,12-17,2023-06-01/P1M,1229
E06000059,Physical book,12-17,2023-07-01/P1M,1779
E06000059,Physical book,12-17,2023-08-01/P1M,2035
E06000059,Physical book,12-17,2023-09-01/P1M,1494
E06000059,Physical book,12-17,2023-10-01/P1M,1566
E06000059,Physical book,12-17,2023-11-01/P1M,1395
E06000059,Physical book,12-17,2023-12-01/P1M,1428
E06000059,Physical book,12-17,2024-01-01/P1M,1519
E06000059,Physical book,12-17,2024-02-01/P1M,1402
E06000059,Physical book,12-17,2024-03-01/P1M,1520
E06000059,Physical audiobook,Adult,2023-04-01/P1M,1208
E06000059,Physical audiobook,Adult,2023-05-01/P1M,1340
E06000059,Physical audiobook,Adult,2023-06-01/P1M,1357
E06000059,Physical audiobook,Adult,2023-07-01/P1M,1283
E06000059,Physical audiobook,Adult,2023-08-01/P1M,1278
E06000059,Physical audiobook,Adult,2023-09-01/P1M,1283
E06000059,Physical audiobook,Adult,2023-10-01/P1M,1270
E06000059,Physical audiobook,Adult,2023-11-01/P1M,1239
E06000059,Physical audiobook,Adult,2023-12-01/P1M,1090
E06000059,Physical audiobook,Adult,2024-01-01/P1M,1449
E06000059,Physical audiobook,Adult,2024-02-01/P1M,1184
E06000059,Physical audiobook,Adult,2024-03-01/P1M,1097
E06000059,Physical audiobook,Under 12,2023-04-01/P1M,126
E06000059,Physical audiobook,Under 12,2023-05-01/P1M,133
E06000059,Physical audiobook,Under 12,2023-06-01/P1M,8
E06000059,Physical audiobook,Under 12,2023-07-01/P1M,258
E06000059,Physical audiobook,Under 12,2023-08-01/P1M,234
E06000059,Physical audiobook,Under 12,2023-09-01/P1M,166
E06000059,Physical audiobook,Under 12,2023-10-01/P1M,155
E06000059,Physical audiobook,Under 12,2023-11-01/P1M,120
E06000059,Physical audiobook,Under 12,2023-12-01/P1M,127
E06000059,Physical audiobook,Under 12,2024-01-01/P1M,132
E06000059,Physical audiobook,Under 12,2024-02-01/P1M,128
E06000059,Physical audiobook,Under 12,2024-03-01/P1M,115
E06000059,Ebook,Unknown,2023-04-01/P1M,6533
E06000059,Ebook,Unknown,2023-05-01/P1M,6537
E06000059,Ebook,Unknown,2023-06-01/P1M,6097
E06000059,Ebook,Unknown,2023-07-01/P1M,5959
E06000059,Ebook,Unknown,2023-08-01/P1M,6130
E06000059,Ebook,Unknown,2023-09-01/P1M,5536
E06000059,Ebook,Unknown,2023-10-01/P1M,5773
E06000059,Ebook,Unknown,2023-11-01/P1M,5472
E06000059,Ebook,Unknown,2023-12-01/P1M,5450
E06000059,Ebook,Unknown,2024-01-01/P1M,5592
E06000059,Ebook,Unknown,2024-02-01/P1M,5515
E06000059,Ebook,Unknown,2024-03-01/P1M,5747
E06000059,Physical audiobook,Unknown,2023-04-01/P1M,17299
E06000059,Physical audiobook,Unknown,2023-05-01/P1M,17567
E06000059,Physical audiobook,Unknown,2023-06-01/P1M,16809
E06000059,Physical audiobook,Unknown,2023-07-01/P1M,17233
E06000059,Physical audiobook,Unknown,2023-08-01/P1M,18290
E06000059,Physical audiobook,Unknown,2023-09-01/P1M,17126
E06000059,Physical audiobook,Unknown,2023-10-01/P1M,18259
E06000059,Physical audiobook,Unknown,2023-11-01/P1M,17894
E06000059,Physical audiobook,Unknown,2023-12-01/P1M,18414
E06000059,Physical audiobook,Unknown,2024-01-01/P1M,19476
E06000059,Physical audiobook,Unknown,2024-02-01/P1M,18851
E06000059,Physical audiobook,Unknown,2024-03-01/P1M,20073
E08000027,Physical book,Unknown,2023-04-01/P1M,91800
E08000027,Physical book,Unknown,2023-05-01/P1M,61161
E08000027,Physical book,Unknown,2023-06-01/P1M,60166
E08000027,Physical book,Unknown,2023-07-01/P1M,72482
E08000027,Physical book,Unknown,2023-08-01/P1M,75837
E08000027,Physical book,Unknown,2023-09-01/P1M,65657
E08000027,Physical book,Unknown,2023-10-01/P1M,66921
E08000027,Physical book,Unknown,2023-11-01/P1M,64545
E08000027,Physical book,Unknown,2023-12-01/P1M,51030
E08000027,Physical book,Unknown,2024-01-01/P1M,68250
E08000027,Physical book,Unknown,2024-02-01/P1M,63991
E08000027,Physical book,Unknown,2024-03-01/P1M,64392
E08000027,Ebook,Unknown,2023-04-01/P1M,2473
E08000027,Ebook,Unknown,2023-05-01/P1M,2586
E08000027,Ebook,Unknown,2023-06-01/P1M,2676
E08000027,Ebook,Unknown,2023-07-01/P1M,2897
E08000027,Ebook,Unknown,2023-08-01/P1M,2924
E08000027,Ebook,Unknown,2023-09-01/P1M,2692
E08000027,Ebook,Unknown,2023-10-01/P1M,2864
E08000027,Ebook,Unknown,2023-11-01/P1M,2620
E08000027,Ebook,Unknown,2023-12-01/P1M,2620
E08000027,Ebook,Unknown,2024-01-01/P1M,3307
E08000027,Ebook,Unknown,2024-02-01/P1M,2584
E08000027,Ebook,Unknown,2024-03-01/P1M,2829
E08000027,Physical audiobook,Unknown,2023-04-01/P1M,2934
E08000027,Physical audiobook,Unknown,2023-05-01/P1M,3024
E08000027,Physical audiobook,Unknown,2023-06-01/P1M,2962
E08000027,Physical audiobook,Unknown,2023-07-01/P1M,2341
E08000027,Physical audiobook,Unknown,2023-08-01/P1M,3233
E08000027,Physical audiobook,Unknown,2023-09-01/P1M,3161
E08000027,Physical audiobook,Unknown,2023-10-01/P1M,3204
E08000027,Physical audiobook,Unknown,2023-11-01/P1M,3093
E08000027,Physical audiobook,Unknown,2023-12-01/P1M,3148
E08000027,Physical audiobook,Unknown,2024-01-01/P1M,3405
E08000027,Physical audiobook,Unknown,2024-02-01/P1M,3122
E08000027,Physical audiobook,Unknown,2024-03-01/P1M,3122
E06000011,Physical book,Adult,2023-04-01/P1M,370710
E06000011,Physical book,Adult,2023-05-01/P1M,39126
E06000011,Physical book,Adult,2023-06-01/P1M,40680
E06000011,Physical book,Adult,2023-07-01/P1M,40810
E06000011,Physical book,Adult,2023-08-01/P1M,43720
E06000011,Physical book,Adult,2023-09-01/P1M,39937
E06000011,Physical book,Adult,2023-10-01/P1M,40743
E06000011,Physical book,Adult,2023-11-01/P1M,36803
E06000011,Physical book,Adult,2023-12-01/P1M,37500
E06000011,Physical book,Adult,2024-01-01/P1M,40487
E06000011,Physical book,Adult,2024-02-01/P1M,39438
E06000011,Physical book,Adult,2024-03-01/P1M,30876
E06000011,Physical book,Under 12,2023-04-01/P1M,200180
E06000011,Physical book,Under 12,2023-05-01/P1M,18315
E06000011,Physical book,Under 12,2023-06-01/P1M,19108
E06000011,Physical book,Under 12,2023-07-01/P1M,23394
E06000011,Physical book,Under 12,2023-08-01/P1M,24981
E06000011,Physical book,Under 12,2023-09-01/P1M,21106
E06000011,Physical book,Under 12,2023-10-01/P1M,18703
E06000011,Physical book,Under 12,2023-11-01/P1M,18414
E06000011,Physical book,Under 12,2023-12-01/P1M,18856
E06000011,Physical book,Under 12,2024-01-01/P1M,20608
E06000011,Physical book,Under 12,2024-02-01/P1M,19455
E06000011,Physical book,Under 12,2024-03-01/P1M,12807
E06000011,Physical book,12-17,2023-04-01/P1M,827
E06000011,Physical book,12-17,2023-05-01/P1M,780
E06000011,Physical book,12-17,2023-06-01/P1M,801
E06000011,Physical book,12-17,2023-07-01/P1M,977
E06000011,Physical book,12-17,2023-08-01/P1M,1169
E06000011,Physical book,12-17,2023-09-01/P1M,845
E06000011,Physical book,12-17,2023-10-01/P1M,759
E06000011,Physical book,12-17,2023-11-01/P1M,701
E06000011,Physical book,12-17,2023-12-01/P1M,718
E06000011,Physical book,12-17,2024-01-01/P1M,810
E06000011,Physical book,12-17,2024-02-01/P1M,744
E06000011,Physical book,12-17,2024-03-01/P1M,530
E06000011,Physical audiobook,Adult,2023-04-01/P1M,1558
E06000011,Physical audiobook,Adult,2023-05-01/P1M,1724
E06000011,Physical audiobook,Adult,2023-06-01/P1M,1656
E06000011,Physical audiobook,Adult,2023-07-01/P1M,1706
E06000011,Physical audiobook,Adult,2023-08-01/P1M,1745
E06000011,Physical audiobook,Adult,2023-09-01/P1M,1680
E06000011,Physical audiobook,Adult,2023-10-01/P1M,1773
E06000011,Physical audiobook,Adult,2023-11-01/P1M,1547
E06000011,Physical audiobook,Adult,2023-12-01/P1M,1565
E06000011,Physical audiobook,Adult,2024-01-01/P1M,1665
E06000011,Physical audiobook,Adult,2024-02-01/P1M,1736
E06000011,Physical audiobook,Adult,2024-03-01/P1M,1250
E06000011,Physical audiobook,Under 12,2023-04-01/P1M,540
E06000011,Physical audiobook,Under 12,2023-05-01/P1M,60
E06000011,Physical audiobook,Under 12,2023-06-01/P1M,57
E06000011,Physical audiobook,Under 12,2023-07-01/P1M,119
E06000011,Physical audiobook,Under 12,2023-08-01/P1M,140
E06000011,Physical audiobook,Under 12,2023-09-01/P1M,75
E06000011,Physical audiobook,Under 12,2023-10-01/P1M,89
E06000011,Physical audiobook,Under 12,2023-11-01/P1M,91
E06000011,Physical audiobook,Under 12,2023-12-01/P1M,103
E06000011,Physical audiobook,Under 12,2024-01-01/P1M,80
E06000011,Physical audiobook,Under 12,2024-02-01/P1M,101
E06000011,Physical audiobook,Under 12,2024-03-01/P1M,69
E06000011,Ebook,Unknown,2023-04-01/P1M,10413
E06000011,Ebook,Unknown,2023-05-01/P1M,10164
E06000011,Ebook,Unknown,2023-06-01/P1M,9464
E06000011,Ebook,Unknown,2023-07-01/P1M,9764
E06000011,Ebook,Unknown,2023-08-01/P1M,10315
E06000011,Ebook,Unknown,2023-09-01/P1M,9375
E06000011,Ebook,Unknown,2023-10-01/P1M,9212
E06000011,Ebook,Unknown,2023-11-01/P1M,8395
E06000011,Ebook,Unknown,2023-12-01/P1M,7897
E06000011,Ebook,Unknown,2024-01-01/P1M,8547
E06000011,Ebook,Unknown,2024-02-01/P1M,7911
E06000011,Ebook,Unknown,2024-03-01/P1M,8043
E06000011,Physical audiobook,Unknown,2023-04-01/P1M,9084
E06000011,Physical audiobook,Unknown,2023-05-01/P1M,9084
E06000011,Physical audiobook,Unknown,2023-06-01/P1M,8618
E06000011,Physical audiobook,Unknown,2023-07-01/P1M,9522
E06000011,Physical audiobook,Unknown,2023-08-01/P1M,10370
E06000011,Physical audiobook,Unknown,2023-09-01/P1M,9739
E06000011,Physical audiobook,Unknown,2023-10-01/P1M,10137
E06000011,Physical audiobook,Unknown,2023-11-01/P1M,9547
E06000011,Physical audiobook,Unknown,2023-12-01/P1M,9067
E06000011,Physical audiobook,Unknown,2024-01-01/P1M,10169
E06000011,Physical audiobook,Unknown,2024-02-01/P1M,9515
E06000011,Physical audiobook,Unknown,2024-03-01/P1M,10199
E10000011,Physical book,Unknown,2023-04-01/P1M,51686
E10000011,Physical book,Unknown,2023-05-01/P1M,47647
E10000011,Physical book,Unknown,2023-06-01/P1M,46474
E10000011,Physical book,Unknown,2023-07-01/P1M,74218
E10000011,Physical book,Unknown,2023-08-01/P1M,78806
E10000011,Physical book,Unknown,2023-09-01/P1M,57046
E10000011,Physical book,Unknown,2023-10-01/P1M,55039
E10000011,Physical book,Unknown,2023-11-01/P1M,48335
E10000011,Physical book,Unknown,2023-12-01/P1M,40398
E10000011,Physical book,Unknown,2024-01-01/P1M,48155
E10000011,Physical book,Unknown,2024-02-01/P1M,49294
E10000011,Physical book,Unknown,2024-03-01/P1M,50698
E10000011,Physical audiobook,Unknown,2023-04-01/P1M,335
E10000011,Physical audiobook,Unknown,2023-05-01/P1M,402
E10000011,Physical audiobook,Unknown,2023-06-01/P1M,361
E10000011,Physical audiobook,Unknown,2023-07-01/P1M,508
E10000011,Physical audiobook,Unknown,2023-08-01/P1M,489
E10000011,Physical audiobook,Unknown,2023-09-01/P1M,342
E10000011,Physical audiobook,Unknown,2023-10-01/P1M,388
E10000011,Physical audiobook,Unknown,2023-11-01/P1M,470
E10000011,Physical audiobook,Unknown,2023-12-01/P1M,342
E10000011,Physical audiobook,Unknown,2024-01-01/P1M,379
E10000011,Physical audiobook,Unknown,2024-02-01/P1M,388
E10000011,Physical audiobook,Unknown,2024-03-01/P1M,360
E10000011,Physical audiobook,Unknown,2023-04-01/P1M,9073
E10000011,Physical audiobook,Unknown,2023-05-01/P1M,8688
E10000011,Physical audiobook,Unknown,2023-06-01/P1M,8481
E10000011,Physical audiobook,Unknown,2023-07-01/P1M,9315
E10000011,Physical audiobook,Unknown,2023-08-01/P1M,9787
E10000011,Physical audiobook,Unknown,2023-09-01/P1M,9089
E10000011,Physical audiobook,Unknown,2023-10-01/P1M,9733
E10000011,Physical audiobook,Unknown,2023-11-01/P1M,9298
E10000011,Physical audiobook,Unknown,2023-12-01/P1M,8807
E10000011,Physical audiobook,Unknown,2024-01-01/P1M,9583
E10000011,Physical audiobook,Unknown,2024-02-01/P1M,9557
