Authority,Event type,Age group,Period,Count
E09000017,Physical,All Ages,2023-07-01/P1M,69
E09000017,Physical,All Ages,2023-08-01/P1M,75
E09000017,Physical,All Ages,2023-09-01/P1M,52
E09000017,Physical,All Ages,2023-10-01/P1M,87
E09000017,Physical,All Ages,2023-11-01/P1M,81
E09000017,Physical,All Ages,2023-12-01/P1M,84
E09000017,Physical,All Ages,2024-01-01/P1M,101
E09000017,Physical,All Ages,2024-02-01/P1M,121
E09000017,Physical,All Ages,2024-03-01/P1M,133
E09000017,Digital,All ages,2023-04-01/P1M,1
E09000017,Digital,All ages,2023-05-01/P1M,1
E09000017,Digital,All ages,2023-06-01/P1M,4
E09000017,Digital,All ages,2023-07-01/P1M,3
E09000017,Digital,All ages,2023-09-01/P1M,2
E09000017,Digital,All ages,2023-10-01/P1M,2
E09000017,Digital,All ages,2023-11-01/P1M,2
E09000017,Digital,All ages,2023-12-01/P1M,3
E09000017,Digital,All ages,2024-01-01/P1M,3
E09000017,Digital,All ages,2024-02-01/P1M,3
E09000017,Digital,All ages,2024-03-01/P1M,1
E09000017,Digital,Under 12,2023-07-01/P1M,1
E09000017,Digital,Under 12,2023-11-01/P1M,1
E09000017,Digital,12-17,2023-04-01/P1M,1
E09000017,Digital,12-17,2023-05-01/P1M,1
E09000017,Digital,12-17,2023-06-01/P1M,4
E09000017,Digital,12-17,2023-07-01/P1M,2
E09000017,Digital,12-17,2023-09-01/P1M,2
E09000017,Digital,12-17,2023-10-01/P1M,2
E09000017,Digital,12-17,2023-11-01/P1M,1
E09000017,Digital,12-17,2023-12-01/P1M,3
E09000017,Digital,12-17,2024-01-01/P1M,3
E09000017,Digital,12-17,2024-02-01/P1M,3
E09000017,Digital,12-17,2024-03-01/P1M,1
E09000017,Physical,All ages,2023-04-01/P1M,473
E09000017,Physical,All ages,2023-05-01/P1M,569
E09000017,Physical,All ages,2023-06-01/P1M,567
E09000017,Physical,All ages,2023-07-01/P1M,517
E09000017,Physical,All ages,2023-08-01/P1M,376
E09000017,Physical,All ages,2023-09-01/P1M,510
E09000017,Physical,All ages,2023-10-01/P1M,670
E09000017,Physical,All ages,2023-11-01/P1M,627
E09000017,Physical,All ages,2023-12-01/P1M,465
E09000017,Physical,All ages,2024-01-01/P1M,589
E09000017,Physical,All ages,2024-02-01/P1M,591
E09000017,Physical,All ages,2024-03-01/P1M,620
E09000017,Physical,Adults,2023-04-01/P1M,221
E09000017,Physical,Adults,2023-05-01/P1M,254
E09000017,Physical,Adults,2023-06-01/P1M,237
E09000017,Physical,Adults,2023-07-01/P1M,225
E09000017,Physical,Adults,2023-08-01/P1M,192
E09000017,Physical,Adults,2023-09-01/P1M,237
E09000017,Physical,Adults,2023-10-01/P1M,270
E09000017,Physical,Adults,2023-11-01/P1M,251
E09000017,Physical,Adults,2023-12-01/P1M,199
E09000017,Physical,Adults,2024-01-01/P1M,245
E09000017,Physical,Adults,2024-02-01/P1M,220
E09000017,Physical,Adults,2024-03-01/P1M,196
E09000017,Physical,Under 12,2023-04-01/P1M,180
E09000017,Physical,Under 12,2023-05-01/P1M,231
E09000017,Physical,Under 12,2023-06-01/P1M,251
E09000017,Physical,Under 12,2023-07-01/P1M,208
E09000017,Physical,Under 12,2023-08-01/P1M,90
E09000017,Physical,Under 12,2023-09-01/P1M,201
E09000017,Physical,Under 12,2023-10-01/P1M,245
E09000017,Physical,Under 12,2023-11-01/P1M,260
E09000017,Physical,Under 12,2023-12-01/P1M,159
E09000017,Physical,Under 12,2024-01-01/P1M,205
E09000017,Physical,Under 12,2024-02-01/P1M,211
E09000017,Physical,Under 12,2024-03-01/P1M,263
E09000017,Physical,12-17,2023-04-01/P1M,15
E09000017,Physical,12-17,2023-05-01/P1M,26
E09000017,Physical,12-17,2023-06-01/P1M,11
E09000017,Physical,12-17,2023-07-01/P1M,15
E09000017,Physical,12-17,2023-08-01/P1M,19
E09000017,Physical,12-17,2023-09-01/P1M,20
E09000017,Physical,12-17,2023-10-01/P1M,68
E09000017,Physical,12-17,2023-11-01/P1M,35
E09000017,Physical,12-17,2023-12-01/P1M,23
E09000017,Physical,12-17,2024-01-01/P1M,38
E09000017,Physical,12-17,2024-02-01/P1M,39
E09000017,Physical,12-17,2024-03-01/P1M,28
E09000017,Physical,All Ages,2023-04-01/P1M,57
E09000017,Physical,All Ages,2023-05-01/P1M,58
E09000017,Physical,All Ages,2023-06-01/P1M,68
E09000017,Physical,All Ages,2023-07-01/P1M,69
E09000017,Physical,All Ages,2023-08-01/P1M,75
E09000017,Physical,All Ages,2023-09-01/P1M,52
E09000017,Physical,All Ages,2023-10-01/P1M,87
E09000017,Physical,All Ages,2023-11-01/P1M,81
E09000017,Physical,All Ages,2023-12-01/P1M,84
E09000017,Physical,All Ages,2024-01-01/P1M,101
E09000017,Physical,All Ages,2024-02-01/P1M,121
E09000017,Physical,All Ages,2024-03-01/P1M,133
E09000017,Digital,All ages,2023-04-01/P1M,1
E09000017,Digital,All ages,2023-05-01/P1M,1
E09000017,Digital,All ages,2023-06-01/P1M,4
E09000017,Digital,All ages,2023-07-01/P1M,3
E09000017,Digital,All ages,2023-09-01/P1M,2
E09000017,Digital,All ages,2023-10-01/P1M,2
E09000017,Digital,All ages,2023-11-01/P1M,2
E09000017,Digital,All ages,2023-12-01/P1M,3
E09000017,Digital,All ages,2024-01-01/P1M,3
E09000017,Digital,All ages,2024-02-01/P1M,3
E09000017,Digital,All ages,2024-03-01/P1M,1
E09000017,Digital,Under 12,2023-07-01/P1M,1
E09000017,Digital,Under 12,2023-11-01/P1M,1
E09000017,Digital,12-17,2023-04-01/P1M,1
E09000017,Digital,12-17,2023-05-01/P1M,1
E09000017,Digital,12-17,2023-06-01/P1M,4
E09000017,Digital,12-17,2023-07-01/P1M,2
E09000017,Digital,12-17,2023-09-01/P1M,2
E09000017,Digital,12-17,2023-10-01/P1M,2
E09000017,Digital,12-17,2023-11-01/P1M,1
E09000017,Digital,12-17,2023-12-01/P1M,3
E09000017,Digital,12-17,2024-01-01/P1M,3
E09000017,Digital,12-17,2024-02-01/P1M,3
E09000017,Digital,12-17,2024-03-01/P1M,1
E09000018,Physical,All ages,2023-06-01/P3M,192
E09000018,Physical,All ages,2023-09-01/P3M,236
E09000018,Physical,All ages,2023-12-01/P3M,192
E09000018,Physical,All ages,2024-03-01/P3M,181
E09000018,Physical,Adults,2023-06-01/P3M,42
E09000018,Physical,Adults,2023-09-01/P3M,42
E09000018,Physical,Adults,2023-12-01/P3M,42
E09000018,Physical,Adults,2024-03-01/P3M,42
E09000018,Physical,Under 12,2023-06-01/P3M,150
E09000018,Physical,Under 12,2023-09-01/P3M,194
E09000018,Physical,Under 12,2023-12-01/P3M,150
E09000018,Physical,Under 12,2024-03-01/P3M,139
E09000018,Physical,All ages,2023-06-01/P3M,192
E09000018,Physical,All ages,2023-09-01/P3M,236
E09000018,Physical,All ages,2023-12-01/P3M,192
E09000018,Physical,All ages,2024-03-01/P3M,181
E09000018,Physical,Adults,2023-06-01/P3M,42
E09000018,Physical,Adults,2023-09-01/P3M,42
E09000018,Physical,Adults,2023-12-01/P3M,42
E09000018,Physical,Adults,2024-03-01/P3M,42
E09000018,Physical,Under 12,2023-06-01/P3M,150
E09000018,Physical,Under 12,2023-09-01/P3M,194
E09000018,Physical,Under 12,2023-12-01/P3M,150
E09000018,Physical,Under 12,2024-03-01/P3M,139
E09000027,Physical,All ages,2023-04-01/P1M,161
E09000027,Physical,All ages,2023-05-01/P1M,237
E09000027,Physical,All ages,2023-06-01/P1M,201
E09000027,Physical,All ages,2023-07-01/P1M,197
E09000027,Physical,All ages,2023-08-01/P1M,263
E09000027,Physical,All ages,2023-09-01/P1M,208
E09000027,Physical,All ages,2023-10-01/P1M,210
E09000027,Physical,All ages,2023-11-01/P1M,230
E09000027,Physical,All ages,2023-12-01/P1M,145
E09000027,Physical,All ages,2024-01-01/P1M,236
E09000027,Physical,All ages,2024-02-01/P1M,240
E09000027,Physical,All ages,2024-03-01/P1M,244
E09000027,Physical,Adults,2023-04-01/P1M,64
E09000027,Physical,Adults,2023-05-01/P1M,141
E09000027,Physical,Adults,2023-06-01/P1M,109
E09000027,Physical,Adults,2023-07-01/P1M,99
E09000027,Physical,Adults,2023-08-01/P1M,54
E09000027,Physical,Adults,2023-09-01/P1M,104
E09000027,Physical,Adults,2023-10-01/P1M,85
E09000027,Physical,Adults,2023-11-01/P1M,105
E09000027,Physical,Adults,2023-12-01/P1M,51
E09000027,Physical,Adults,2024-01-01/P1M,106
E09000027,Physical,Adults,2024-02-01/P1M,118
E09000027,Physical,Adults,2024-03-01/P1M,122
E09000027,Physical,Under 12,2023-04-01/P1M,97
E09000027,Physical,Under 12,2023-05-01/P1M,96
E09000027,Physical,Under 12,2023-06-01/P1M,92
E09000027,Physical,Under 12,2023-07-01/P1M,98
E09000027,Physical,Under 12,2023-08-01/P1M,209
E09000027,Physical,Under 12,2023-09-01/P1M,104
E09000027,Physical,Under 12,2023-10-01/P1M,125
E09000027,Physical,Under 12,2023-11-01/P1M,125
E09000027,Physical,Under 12,2023-12-01/P1M,94
E09000027,Physical,Under 12,2024-01-01/P1M,130
E09000027,Physical,Under 12,2024-02-01/P1M,122
E09000027,Physical,Under 12,2024-03-01/P1M,122
E09000027,Physical,All ages,2023-04-01/P1M,161
E09000027,Physical,All ages,2023-05-01/P1M,237
E09000027,Physical,All ages,2023-06-01/P1M,201
E09000027,Physical,All ages,2023-07-01/P1M,197
E09000027,Physical,All ages,2023-08-01/P1M,263
E09000027,Physical,All ages,2023-09-01/P1M,208
E09000027,Physical,All ages,2023-10-01/P1M,210
E09000027,Physical,All ages,2023-11-01/P1M,230
E09000027,Physical,All ages,2023-12-01/P1M,145
E09000027,Physical,All ages,2024-01-01/P1M,236
E09000027,Physical,All ages,2024-02-01/P1M,240
E09000027,Physical,All ages,2024-03-01/P1M,244
E09000027,Physical,Adults,2023-04-01/P1M,64
E09000027,Physical,Adults,2023-05-01/P1M,141
E09000027,Physical,Adults,2023-06-01/P1M,109
E09000027,Physical,Adults,2023-07-01/P1M,99
E09000027,Physical,Adults,2023-08-01/P1M,54
E09000027,Physical,Adults,2023-09-01/P1M,104
E09000027,Physical,Adults,2023-10-01/P1M,85
E09000027,Physical,Adults,2023-11-01/P1M,105
E09000027,Physical,Adults,2023-12-01/P1M,51
E09000027,Physical,Adults,2024-01-01/P1M,106
E09000027,Physical,Adults,2024-02-01/P1M,118
E09000027,Physical,Adults,2024-03-01/P1M,122
E09000027,Physical,Under 12,2023-04-01/P1M,97
E09000027,Physical,Under 12,2023-05-01/P1M,96
E09000027,Physical,Under 12,2023-06-01/P1M,92
E09000027,Physical,Under 12,2023-07-01/P1M,98
E09000027,Physical,Under 12,2023-08-01/P1M,209
E09000027,Physical,Under 12,2023-09-01/P1M,104
E09000027,Physical,Under 12,2023-10-01/P1M,125
E09000027,Physical,Under 12,2023-11-01/P1M,125
E09000027,Physical,Under 12,2023-12-01/P1M,94
E09000027,Physical,Under 12,2024-01-01/P1M,130
E09000027,Physical,Under 12,2024-02-01/P1M,122
E09000027,Physical,Under 12,2024-03-01/P1M,122
E09000029,Physical,All ages,2023-04-01/P1M,165
E09000029,Physical,All ages,2023-05-01/P1M,209
E09000029,Physical,All ages,2023-06-01/P1M,196
E09000029,Physical,All ages,2023-07-01/P1M,196
E09000029,Physical,All ages,2023-08-01/P1M,189
E09000029,Physical,All ages,2023-09-01/P1M,210
E09000029,Physical,All ages,2023-10-01/P1M,207
E09000029,Physical,All ages,2023-11-01/P1M,263
E09000029,Physical,All ages,2023-12-01/P1M,178
E09000029,Physical,All ages,2024-01-01/P1M,259
E09000029,Physical,All ages,2024-02-01/P1M,234
E09000029,Physical,All ages,2024-03-01/P1M,243
E09000029,Physical,Adults,2023-04-01/P1M,78
E09000029,Physical,Adults,2023-05-01/P1M,120
E09000029,Physical,Adults,2023-06-01/P1M,106
E09000029,Physical,Adults,2023-07-01/P1M,108
E09000029,Physical,Adults,2023-08-01/P1M,74
E09000029,Physical,Adults,2023-09-01/P1M,108
E09000029,Physical,Adults,2023-10-01/P1M,112
E09000029,Physical,Adults,2023-11-01/P1M,136
E09000029,Physical,Adults,2023-12-01/P1M,78
E09000029,Physical,Adults,2024-01-01/P1M,122
E09000029,Physical,Adults,2024-02-01/P1M,114
E09000029,Physical,Adults,2024-03-01/P1M,127
E09000029,Physical,Under 12,2023-04-01/P1M,87
E09000029,Physical,Under 12,2023-05-01/P1M,89
E09000029,Physical,Under 12,2023-06-01/P1M,90
E09000029,Physical,Under 12,2023-07-01/P1M,88
E09000029,Physical,Under 12,2023-08-01/P1M,115
E09000029,Physical,Under 12,2023-09-01/P1M,102
E09000029,Physical,Under 12,2023-10-01/P1M,95
E09000029,Physical,Under 12,2023-11-01/P1M,127
E09000029,Physical,Under 12,2023-12-01/P1M,100
E09000029,Physical,Under 12,2024-01-01/P1M,137
E09000029,Physical,Under 12,2024-02-01/P1M,120
E09000029,Physical,Under 12,2024-03-01/P1M,116
E09000029,Physical,All ages,2023-04-01/P1M,165
E09000029,Physical,All ages,2023-05-01/P1M,209
E09000029,Physical,All ages,2023-06-01/P1M,196
E09000029,Physical,All ages,2023-07-01/P1M,196
E09000029,Physical,All ages,2023-08-01/P1M,189
E09000029,Physical,All ages,2023-09-01/P1M,210
E09000029,Physical,All ages,2023-10-01/P1M,207
E09000029,Physical,All ages,2023-11-01/P1M,263
E09000029,Physical,All ages,2023-12-01/P1M,178
E09000029,Physical,All ages,2024-01-01/P1M,259
E09000029,Physical,All ages,2024-02-01/P1M,234
E09000029,Physical,All ages,2024-03-01/P1M,243
E09000029,Physical,Adults,2023-04-01/P1M,78
E09000029,Physical,Adults,2023-05-01/P1M,120
E09000029,Physical,Adults,2023-06-01/P1M,106
E09000029,Physical,Adults,2023-07-01/P1M,108
E09000029,Physical,Adults,2023-08-01/P1M,74
E09000029,Physical,Adults,2023-09-01/P1M,108
E09000029,Physical,Adults,2023-10-01/P1M,112
E09000029,Physical,Adults,2023-11-01/P1M,136
E09000029,Physical,Adults,2023-12-01/P1M,78
E09000029,Physical,Adults,2024-01-01/P1M,122
E09000029,Physical,Adults,2024-02-01/P1M,114
E09000029,Physical,Adults,2024-03-01/P1M,127
E09000029,Physical,Under 12,2023-04-01/P1M,87
E09000029,Physical,Under 12,2023-05-01/P1M,89
E09000029,Physical,Under 12,2023-06-01/P1M,90
E09000029,Physical,Under 12,2023-07-01/P1M,88
E09000029,Physical,Under 12,2023-08-01/P1M,115
E09000029,Physical,Under 12,2023-09-01/P1M,102
E09000029,Physical,Under 12,2023-10-01/P1M,95
E09000029,Physical,Under 12,2023-11-01/P1M,127
E09000029,Physical,Under 12,2023-12-01/P1M,100
E09000029,Physical,Under 12,2024-01-01/P1M,137
E09000029,Physical,Under 12,2024-02-01/P1M,120
E09000029,Physical,Under 12,2024-03-01/P1M,116
E06000032,Physical,All ages,2023-04-01/P1M,62
E06000032,Physical,All ages,2023-05-01/P1M,97
E06000032,Physical,All ages,2023-06-01/P1M,135
E06000032,Physical,All ages,2023-07-01/P1M,135
E06000032,Physical,All ages,2023-08-01/P1M,75
E06000032,Physical,All ages,2023-09-01/P1M,125
E06000032,Physical,All ages,2023-10-01/P1M,106
E06000032,Physical,All ages,2023-11-01/P1M,154
E06000032,Physical,All ages,2023-12-01/P1M,83
E06000032,Physical,All ages,2024-01-01/P1M,139
E06000032,Physical,All ages,2024-02-01/P1M,140
E06000032,Physical,All ages,2024-03-01/P1M,145
E06000032,Physical,All ages,2023-04-01/P1M,62
E06000032,Physical,All ages,2023-05-01/P1M,97
E06000032,Physical,All ages,2023-06-01/P1M,135
E06000032,Physical,All ages,2023-07-01/P1M,135
E06000032,Physical,All ages,2023-08-01/P1M,75
E06000032,Physical,All ages,2023-09-01/P1M,125
E06000032,Physical,All ages,2023-10-01/P1M,106
E06000032,Physical,All ages,2023-11-01/P1M,154
E06000032,Physical,All ages,2023-12-01/P1M,83
E06000032,Physical,All ages,2024-01-01/P1M,139
E06000032,Physical,All ages,2024-02-01/P1M,140
E06000032,Physical,All ages,2024-03-01/P1M,145
E08000003,Physical,All ages,2023-04-01/P1M,919
E08000003,Physical,All ages,2023-05-01/P1M,921
E08000003,Physical,All ages,2023-06-01/P1M,951
E08000003,Physical,All ages,2023-07-01/P1M,1010
E08000003,Physical,All ages,2023-08-01/P1M,940
E08000003,Physical,All ages,2023-09-01/P1M,987
E08000003,Physical,All ages,2023-10-01/P1M,1096
E08000003,Physical,All ages,2023-11-01/P1M,1282
E08000003,Physical,All ages,2023-12-01/P1M,814
E08000003,Physical,All ages,2024-01-01/P1M,1214
E08000003,Physical,All ages,2024-02-01/P1M,1358
E08000003,Physical,All ages,2024-03-01/P1M,1098
E08000003,Digital,All ages,2023-04-01/P1M,13
E08000003,Digital,All ages,2023-05-01/P1M,13
E08000003,Digital,All ages,2023-06-01/P1M,11
E08000003,Digital,All ages,2023-07-01/P1M,8
E08000003,Digital,All ages,2023-08-01/P1M,8
E08000003,Digital,All ages,2023-09-01/P1M,8
E08000003,Digital,All ages,2023-10-01/P1M,4
E08000003,Digital,All ages,2023-11-01/P1M,9
E08000003,Digital,All ages,2023-12-01/P1M,8
E08000003,Digital,All ages,2024-01-01/P1M,5
E08000003,Digital,All ages,2024-02-01/P1M,10
E08000003,Digital,All ages,2024-03-01/P1M,10
E08000003,Physical,All ages,2023-04-01/P1M,919
E08000003,Physical,All ages,2023-05-01/P1M,921
E08000003,Physical,All ages,2023-06-01/P1M,951
E08000003,Physical,All ages,2023-07-01/P1M,1010
E08000003,Physical,All ages,2023-08-01/P1M,940
E08000003,Physical,All ages,2023-09-01/P1M,987
E08000003,Physical,All ages,2023-10-01/P1M,1096
E08000003,Physical,All ages,2023-11-01/P1M,1282
E08000003,Physical,All ages,2023-12-01/P1M,814
E08000003,Physical,All ages,2024-01-01/P1M,1214
E08000003,Physical,All ages,2024-02-01/P1M,1358
E08000003,Physical,All ages,2024-03-01/P1M,1098
E08000003,Digital,All ages,2023-04-01/P1M,13
E08000003,Digital,All ages,2023-05-01/P1M,13
E08000003,Digital,All ages,2023-06-01/P1M,11
E08000003,Digital,All ages,2023-07-01/P1M,8
E08000003,Digital,All ages,2023-08-01/P1M,8
E08000003,Digital,All ages,2023-09-01/P1M,8
E08000003,Digital,All ages,2023-10-01/P1M,4
E08000003,Digital,All ages,2023-11-01/P1M,9
E08000003,Digital,All ages,2023-12-01/P1M,8
E08000003,Digital,All ages,2024-01-01/P1M,5
E08000003,Digital,All ages,2024-02-01/P1M,10
E08000003,Digital,All ages,2024-03-01/P1M,10
E09000024,Physical,All ages,2023-04-01/P1M,489
E09000024,Physical,All ages,2023-05-01/P1M,601
E09000024,Physical,All ages,2023-06-01/P1M,615
E09000024,Physical,All ages,2023-07-01/P1M,649
E09000024,Physical,All ages,2023-08-01/P1M,506
E09000024,Physical,All ages,2023-09-01/P1M,637
E09000024,Physical,All ages,2023-10-01/P1M,777
E09000024,Physical,All ages,2023-11-01/P1M,755
E09000024,Physical,All ages,2023-12-01/P1M,503
E09000024,Physical,All ages,2024-01-01/P1M,711
E09000024,Physical,All ages,2024-02-01/P1M,766
E09000024,Physical,All ages,2024-03-01/P1M,763
E09000024,Physical,Adults,2023-04-01/P1M,274
E09000024,Physical,Adults,2023-05-01/P1M,335
E09000024,Physical,Adults,2023-06-01/P1M,373
E09000024,Physical,Adults,2023-07-01/P1M,379
E09000024,Physical,Adults,2023-08-01/P1M,249
E09000024,Physical,Adults,2023-09-01/P1M,352
E09000024,Physical,Adults,2023-10-01/P1M,433
E09000024,Physical,Adults,2023-11-01/P1M,434
E09000024,Physical,Adults,2023-12-01/P1M,251
E09000024,Physical,Adults,2024-01-01/P1M,420
E09000024,Physical,Adults,2024-02-01/P1M,448
E09000024,Physical,Adults,2024-03-01/P1M,409
E09000024,Physical,Under 12,2023-04-01/P1M,159
E09000024,Physical,Under 12,2023-05-01/P1M,217
E09000024,Physical,Under 12,2023-06-01/P1M,213
E09000024,Physical,Under 12,2023-07-01/P1M,197
E09000024,Physical,Under 12,2023-08-01/P1M,210
E09000024,Physical,Under 12,2023-09-01/P1M,247
E09000024,Physical,Under 12,2023-10-01/P1M,293
E09000024,Physical,Under 12,2023-11-01/P1M,276
E09000024,Physical,Under 12,2023-12-01/P1M,214
E09000024,Physical,Under 12,2024-01-01/P1M,254
E09000024,Physical,Under 12,2024-02-01/P1M,276
E09000024,Physical,Under 12,2024-03-01/P1M,311
E09000024,Physical,12-17,2023-04-01/P1M,10
E09000024,Physical,12-17,2023-05-01/P1M,2
E09000024,Physical,12-17,2023-06-01/P1M,2
E09000024,Physical,12-17,2023-07-01/P1M,24
E09000024,Physical,12-17,2023-08-01/P1M,2
E09000024,Physical,12-17,2023-09-01/P1M,3
E09000024,Physical,12-17,2023-10-01/P1M,5
E09000024,Physical,12-17,2023-11-01/P1M,5
E09000024,Physical,12-17,2024-01-01/P1M,4
E09000024,Physical,12-17,2024-02-01/P1M,3
E09000024,Physical,12-17,2024-03-01/P1M,5
E09000024,Physical,All Ages,2023-04-01/P1M,46
E09000024,Physical,All Ages,2023-05-01/P1M,47
E09000024,Physical,All Ages,2023-06-01/P1M,27
E09000024,Physical,All Ages,2023-07-01/P1M,49
E09000024,Physical,All Ages,2023-08-01/P1M,45
E09000024,Physical,All Ages,2023-09-01/P1M,35
E09000024,Physical,All Ages,2023-10-01/P1M,46
E09000024,Physical,All Ages,2023-11-01/P1M,40
E09000024,Physical,All Ages,2023-12-01/P1M,38
E09000024,Physical,All Ages,2024-01-01/P1M,33
E09000024,Physical,All Ages,2024-02-01/P1M,39
E09000024,Physical,All Ages,2024-03-01/P1M,38
E09000024,Physical,All ages,2023-04-01/P1M,489
E09000024,Physical,All ages,2023-05-01/P1M,601
E09000024,Physical,All ages,2023-06-01/P1M,615
E09000024,Physical,All ages,2023-07-01/P1M,649
E09000024,Physical,All ages,2023-08-01/P1M,506
E09000024,Physical,All ages,2023-09-01/P1M,637
E09000024,Physical,All ages,2023-10-01/P1M,777
E09000024,Physical,All ages,2023-11-01/P1M,755
E09000024,Physical,All ages,2023-12-01/P1M,503
E09000024,Physical,All ages,2024-01-01/P1M,711
E09000024,Physical,All ages,2024-02-01/P1M,766
E09000024,Physical,All ages,2024-03-01/P1M,763
E09000024,Physical,Adults,2023-04-01/P1M,274
E09000024,Physical,Adults,2023-05-01/P1M,335
E09000024,Physical,Adults,2023-06-01/P1M,373
E09000024,Physical,Adults,2023-07-01/P1M,379
E09000024,Physical,Adults,2023-08-01/P1M,249
E09000024,Physical,Adults,2023-09-01/P1M,352
E09000024,Physical,Adults,2023-10-01/P1M,433
E09000024,Physical,Adults,2023-11-01/P1M,434
E09000024,Physical,Adults,2023-12-01/P1M,251
E09000024,Physical,Adults,2024-01-01/P1M,420
E09000024,Physical,Adults,2024-02-01/P1M,448
E09000024,Physical,Adults,2024-03-01/P1M,409
E09000024,Physical,Under 12,2023-04-01/P1M,159
E09000024,Physical,Under 12,2023-05-01/P1M,217
E09000024,Physical,Under 12,2023-06-01/P1M,213
E09000024,Physical,Under 12,2023-07-01/P1M,197
E09000024,Physical,Under 12,2023-08-01/P1M,210
E09000024,Physical,Under 12,2023-09-01/P1M,247
E09000024,Physical,Under 12,2023-10-01/P1M,293
E09000024,Physical,Under 12,2023-11-01/P1M,276
E09000024,Physical,Under 12,2023-12-01/P1M,214
E09000024,Physical,Under 12,2024-01-01/P1M,254
E09000024,Physical,Under 12,2024-02-01/P1M,276
E09000024,Physical,Under 12,2024-03-01/P1M,311
E09000024,Physical,12-17,2023-04-01/P1M,10
E09000024,Physical,12-17,2023-05-01/P1M,2
E09000024,Physical,12-17,2023-06-01/P1M,2
E09000024,Physical,12-17,2023-07-01/P1M,24
E09000024,Physical,12-17,2023-08-01/P1M,2
E09000024,Physical,12-17,2023-09-01/P1M,3
E09000024,Physical,12-17,2023-10-01/P1M,5
E09000024,Physical,12-17,2023-11-01/P1M,5
E09000024,Physical,12-17,2024-01-01/P1M,4
E09000024,Physical,12-17,2024-02-01/P1M,3
E09000024,Physical,12-17,2024-03-01/P1M,5
E09000024,Physical,All Ages,2023-04-01/P1M,46
E09000024,Physical,All Ages,2023-05-01/P1M,47
E09000024,Physical,All Ages,2023-06-01/P1M,27
E09000024,Physical,All Ages,2023-07-01/P1M,49
E09000024,Physical,All Ages,2023-08-01/P1M,45
E09000024,Physical,All Ages,2023-09-01/P1M,35
E09000024,Physical,All Ages,2023-10-01/P1M,46
E09000024,Physical,All Ages,2023-11-01/P1M,40
E09000024,Physical,All Ages,2023-12-01/P1M,38
E09000024,Physical,All Ages,2024-01-01/P1M,33
E09000024,Physical,All Ages,2024-02-01/P1M,39
E09000024,Physical,All Ages,2024-03-01/P1M,38
E08000021,Physical,All ages,2023-04-01/P1M,98
E08000021,Physical,All ages,2023-05-01/P1M,120
E08000021,Physical,All ages,2023-06-01/P1M,102
E08000021,Physical,All ages,2023-07-01/P1M,106
E08000021,Physical,All ages,2023-08-01/P1M,103
E08000021,Physical,All ages,2023-09-01/P1M,109
E08000021,Physical,All ages,2023-10-01/P1M,152
E08000021,Physical,All ages,2023-11-01/P1M,152
E08000021,Physical,All ages,2023-12-01/P1M,86
E08000021,Physical,All ages,2024-01-01/P1M,171
E08000021,Physical,All ages,2024-02-01/P1M,206
E08000021,Physical,All ages,2024-03-01/P1M,147
E08000021,Digital,All ages,2023-04-01/P1M,3
E08000021,Physical,All ages,2023-04-01/P1M,98
E08000021,Physical,All ages,2023-05-01/P1M,120
E08000021,Physical,All ages,2023-06-01/P1M,102
E08000021,Physical,All ages,2023-07-01/P1M,106
E08000021,Physical,All ages,2023-08-01/P1M,103
E08000021,Physical,All ages,2023-09-01/P1M,109
E08000021,Physical,All ages,2023-10-01/P1M,152
E08000021,Physical,All ages,2023-11-01/P1M,152
E08000021,Physical,All ages,2023-12-01/P1M,86
E08000021,Physical,All ages,2024-01-01/P1M,171
E08000021,Physical,All ages,2024-02-01/P1M,206
E08000021,Physical,All ages,2024-03-01/P1M,147
E08000021,Digital,All ages,2023-04-01/P1M,3
E09000025,Physical,All ages,2023-04-01/P1M,922
E09000025,Physical,All ages,2023-05-01/P1M,1139
E09000025,Physical,All ages,2023-06-01/P1M,1110
E09000025,Physical,All ages,2023-07-01/P1M,1106
E09000025,Physical,All ages,2023-08-01/P1M,1133
E09000025,Physical,All ages,2023-09-01/P1M,1065
E09000025,Physical,All ages,2023-10-01/P1M,1237
E09000025,Physical,All ages,2023-11-01/P1M,1211
E09000025,Physical,All ages,2023-12-01/P1M,1185
E09000025,Physical,All ages,2024-01-01/P1M,1137
E09000025,Physical,All ages,2024-02-01/P1M,1260
E09000025,Physical,All ages,2024-03-01/P1M,1261
E09000025,Physical,All ages,2023-04-01/P1M,922
E09000025,Physical,All ages,2023-05-01/P1M,1139
E09000025,Physical,All ages,2023-06-01/P1M,1110
E09000025,Physical,All ages,2023-07-01/P1M,1106
E09000025,Physical,All ages,2023-08-01/P1M,1133
E09000025,Physical,All ages,2023-09-01/P1M,1065
E09000025,Physical,All ages,2023-10-01/P1M,1237
E09000025,Physical,All ages,2023-11-01/P1M,1211
E09000025,Physical,All ages,2023-12-01/P1M,1185
E09000025,Physical,All ages,2024-01-01/P1M,1137
E09000025,Physical,All ages,2024-02-01/P1M,1260
E09000025,Physical,All ages,2024-03-01/P1M,1261
E10000020,Physical,All ages,,7076
E10000020,Digital,All ages,,653
E10000020,Physical,All ages,,7076
E10000020,Digital,All ages,,653
E06000012,Physical,All ages,2023-04-01/P1M,33
E06000012,Physical,All ages,2023-05-01/P1M,52
E06000012,Physical,All ages,2023-06-01/P1M,36
