Authority,Event type,Age group,Period,Count
E09000001,Physical,All ages,2023-06-01/P3M,535
E09000001,Physical,All ages,2023-09-01/P3M,453
E09000001,Physical,All ages,2023-12-01/P3M,774
E09000001,Physical,All ages,2024-03-01/P3M,1281
E09000001,Physical,Adults,2023-06-01/P3M,364
E09000001,Physical,Adults,2023-09-01/P3M,194
E09000001,Physical,Adults,2023-12-01/P3M,489
E09000001,Physical,Adults,2024-03-01/P3M,971
E09000001,Physical,Under 12,2023-06-01/P3M,130
E09000001,Physical,Under 12,2023-09-01/P3M,168
E09000001,Physical,Under 12,2023-12-01/P3M,204
E09000001,Physical,Under 12,2024-03-01/P3M,213
E09000001,Physical,All Ages,2023-06-01/P3M,41
E09000001,Physical,All Ages,2023-09-01/P3M,91
E09000001,Physical,All Ages,2023-12-01/P3M,81
E09000001,Physical,All Ages,2024-03-01/P3M,97
E09000001,Digital,All ages,2023-06-01/P3M,43
E09000001,Digital,All ages,2023-09-01/P3M,32
E09000001,Digital,All ages,2023-12-01/P3M,43
E09000001,Digital,All ages,2024-03-01/P3M,46
E09000001,Digital,Adults,2023-06-01/P3M,43
E09000001,Digital,Adults,2023-09-01/P3M,32
E09000001,Digital,Adults,2023-12-01/P3M,43
E09000001,Digital,Adults,2024-03-01/P3M,46
E09000001,Physical,All ages,2023-06-01/P3M,535
E09000001,Physical,All ages,2023-09-01/P3M,453
E09000001,Physical,All ages,2023-12-01/P3M,774
E09000001,Physical,All ages,2024-03-01/P3M,1281
E09000001,Physical,Adults,2023-06-01/P3M,364
E09000001,Physical,Adults,2023-09-01/P3M,194
E09000001,Physical,Adults,2023-12-01/P3M,489
E09000001,Physical,Adults,2024-03-01/P3M,971
E09000001,Physical,Under 12,2023-06-01/P3M,130
E09000001,Physical,Under 12,2023-09-01/P3M,168
E09000001,Physical,Under 12,2023-12-01/P3M,204
E09000001,Physical,Under 12,2024-03-01/P3M,213
E09000001,Physical,All Ages,2023-06-01/P3M,41
E09000001,Physical,All Ages,2023-09-01/P3M,91
E09000001,Physical,All Ages,2023-12-01/P3M,81
E09000001,Physical,All Ages,2024-03-01/P3M,97
E09000001,Digital,All ages,2023-06-01/P3M,43
E09000001,Digital,All ages,2023-09-01/P3M,32
E09000001,Digital,All ages,2023-12-01/P3M,43
E09000001,Digital,All ages,2024-03-01/P3M,46
E09000001,Digital,Adults,2023-06-01/P3M,43
E09000001,Digital,Adults,2023-09-01/P3M,32
E09000001,Digital,Adults,2023-12-01/P3M,43
E09000001,Digital,Adults,2024-03-01/P3M,46
E08000016,Physical,All ages,2023-04-01/P1M,335
E08000016,Physical,All ages,2023-05-01/P1M,426
E08000016,Physical,All ages,2023-06-01/P1M,423
E08000016,Physical,All ages,2023-07-01/P1M,422
E08000016,Physical,All ages,2023-08-01/P1M,441
E08000016,Physical,All ages,2023-09-01/P1M,387
E08000016,Physical,All ages,2023-10-01/P1M,445
E08000016,Physical,All ages,2023-11-01/P1M,426
E08000016,Physical,All ages,2023-12-01/P1M,273
E08000016,Physical,All ages,2024-01-01/P1M,353
E08000016,Physical,All ages,2024-02-01/P1M,403
E08000016,Physical,All ages,2024-03-01/P1M,372
E08000016,Physical,Adults,2023-04-01/P1M,261
E08000016,Physical,Adults,2023-05-01/P1M,342
E08000016,Physical,Adults,2023-06-01/P1M,359
E08000016,Physical,Adults,2023-07-01/P1M,333
E08000016,Physical,Adults,2023-08-01/P1M,303
E08000016,Physical,Adults,2023-09-01/P1M,342
E08000016,Physical,Adults,2023-10-01/P1M,385
E08000016,Physical,Adults,2023-11-01/P1M,352
E08000016,Physical,Adults,2023-12-01/P1M,213
E08000016,Physical,Adults,2024-01-01/P1M,279
E08000016,Physical,Adults,2024-02-01/P1M,324
E08000016,Physical,Adults,2024-03-01/P1M,281
E08000016,Physical,Under 12,2023-04-01/P1M,63
E08000016,Physical,Under 12,2023-05-01/P1M,64
E08000016,Physical,Under 12,2023-06-01/P1M,53
E08000016,Physical,Under 12,2023-07-01/P1M,83
E08000016,Physical,Under 12,2023-08-01/P1M,133
E08000016,Physical,Under 12,2023-09-01/P1M,36
E08000016,Physical,Under 12,2023-10-01/P1M,44
E08000016,Physical,Under 12,2023-11-01/P1M,66
E08000016,Physical,Under 12,2023-12-01/P1M,52
E08000016,Physical,Under 12,2024-01-01/P1M,43
E08000016,Physical,Under 12,2024-02-01/P1M,65
E08000016,Physical,Under 12,2024-03-01/P1M,61
E08000016,Physical,12-17,2023-04-01/P1M,11
E08000016,Physical,12-17,2023-05-01/P1M,16
E08000016,Physical,12-17,2023-06-01/P1M,11
E08000016,Physical,12-17,2023-07-01/P1M,6
E08000016,Physical,12-17,2023-08-01/P1M,4
E08000016,Physical,12-17,2023-09-01/P1M,8
E08000016,Physical,12-17,2023-10-01/P1M,15
E08000016,Physical,12-17,2023-11-01/P1M,8
E08000016,Physical,12-17,2023-12-01/P1M,8
E08000016,Physical,12-17,2024-01-01/P1M,9
E08000016,Physical,12-17,2024-02-01/P1M,13
E08000016,Physical,12-17,2024-03-01/P1M,29
E08000016,Physical,All Ages,2023-05-01/P1M,4
E08000016,Physical,All Ages,2023-08-01/P1M,1
E08000016,Physical,All Ages,2023-09-01/P1M,1
E08000016,Physical,All Ages,2023-10-01/P1M,1
E08000016,Physical,All Ages,2024-01-01/P1M,22
E08000016,Physical,All Ages,2024-02-01/P1M,1
E08000016,Physical,All Ages,2024-03-01/P1M,1
E08000016,Physical,All ages,2023-04-01/P1M,335
E08000016,Physical,All ages,2023-05-01/P1M,426
E08000016,Physical,All ages,2023-06-01/P1M,423
E08000016,Physical,All ages,2023-07-01/P1M,422
E08000016,Physical,All ages,2023-08-01/P1M,441
E08000016,Physical,All ages,2023-09-01/P1M,387
E08000016,Physical,All ages,2023-10-01/P1M,445
E08000016,Physical,All ages,2023-11-01/P1M,426
E08000016,Physical,All ages,2023-12-01/P1M,273
E08000016,Physical,All ages,2024-01-01/P1M,353
E08000016,Physical,All ages,2024-02-01/P1M,403
E08000016,Physical,All ages,2024-03-01/P1M,372
E08000016,Physical,Adults,2023-04-01/P1M,261
E08000016,Physical,Adults,2023-05-01/P1M,342
E08000016,Physical,Adults,2023-06-01/P1M,359
E08000016,Physical,Adults,2023-07-01/P1M,333
E08000016,Physical,Adults,2023-08-01/P1M,303
E08000016,Physical,Adults,2023-09-01/P1M,342
E08000016,Physical,Adults,2023-10-01/P1M,385
E08000016,Physical,Adults,2023-11-01/P1M,352
E08000016,Physical,Adults,2023-12-01/P1M,213
E08000016,Physical,Adults,2024-01-01/P1M,279
E08000016,Physical,Adults,2024-02-01/P1M,324
E08000016,Physical,Adults,2024-03-01/P1M,281
E08000016,Physical,Under 12,2023-04-01/P1M,63
E08000016,Physical,Under 12,2023-05-01/P1M,64
E08000016,Physical,Under 12,2023-06-01/P1M,53
E08000016,Physical,Under 12,2023-07-01/P1M,83
E08000016,Physical,Under 12,2023-08-01/P1M,133
E08000016,Physical,Under 12,2023-09-01/P1M,36
E08000016,Physical,Under 12,2023-10-01/P1M,44
E08000016,Physical,Under 12,2023-11-01/P1M,66
E08000016,Physical,Under 12,2023-12-01/P1M,52
E08000016,Physical,Under 12,2024-01-01/P1M,43
E08000016,Physical,Under 12,2024-02-01/P1M,65
E08000016,Physical,Under 12,2024-03-01/P1M,61
E08000016,Physical,12-17,2023-04-01/P1M,11
E08000016,Physical,12-17,2023-05-01/P1M,16
E08000016,Physical,12-17,2023-06-01/P1M,11
E08000016,Physical,12-17,2023-07-01/P1M,6
E08000016,Physical,12-17,2023-08-01/P1M,4
E08000016,Physical,12-17,2023-09-01/P1M,8
E08000016,Physical,12-17,2023-10-01/P1M,15
E08000016,Physical,12-17,2023-11-01/P1M,8
E08000016,Physical,12-17,2023-12-01/P1M,8
E08000016,Physical,12-17,2024-01-01/P1M,9
E08000016,Physical,12-17,2024-02-01/P1M,13
E08000016,Physical,12-17,2024-03-01/P1M,29
E08000016,Physical,All Ages,2023-05-01/P1M,4
E08000016,Physical,All Ages,2023-08-01/P1M,1
E08000016,Physical,All Ages,2023-09-01/P1M,1
E08000016,Physical,All Ages,2023-10-01/P1M,1
E08000016,Physical,All Ages,2024-01-01/P1M,22
E08000016,Physical,All Ages,2024-02-01/P1M,1
E08000016,Physical,All Ages,2024-03-01/P1M,1
E06000022,Physical,All ages,2023-04-01/P1M,54
E06000022,Physical,All ages,2023-05-01/P1M,85
E06000022,Physical,All ages,2023-06-01/P1M,98
E06000022,Physical,All ages,2023-07-01/P1M,100
E06000022,Physical,All ages,2023-08-01/P1M,86
E06000022,Physical,All ages,2023-09-01/P1M,110
E06000022,Physical,All ages,2023-10-01/P1M,117
E06000022,Physical,All ages,2023-11-01/P1M,118
E06000022,Physical,All ages,2023-12-01/P1M,78
E06000022,Physical,All ages,2024-01-01/P1M,147
E06000022,Physical,All ages,2024-02-01/P1M,133
E06000022,Physical,All ages,2024-03-01/P1M,110
E06000022,Digital,All ages,2023-04-01/P1M,1
E06000022,Digital,All ages,2023-05-01/P1M,1
E06000022,Digital,All ages,2023-06-01/P1M,1
E06000022,Digital,All ages,2023-07-01/P1M,1
E06000022,Digital,All ages,2023-08-01/P1M,1
E06000022,Digital,All ages,2023-09-01/P1M,1
E06000022,Digital,All ages,2023-10-01/P1M,1
E06000022,Digital,All ages,2023-11-01/P1M,1
E06000022,Digital,All ages,2023-12-01/P1M,1
E06000022,Digital,All ages,2024-01-01/P1M,1
E06000022,Digital,All ages,2024-02-01/P1M,1
E06000022,Digital,All ages,2024-03-01/P1M,1
E06000022,Physical,All ages,2023-04-01/P1M,54
E06000022,Physical,All ages,2023-05-01/P1M,85
E06000022,Physical,All ages,2023-06-01/P1M,98
E06000022,Physical,All ages,2023-07-01/P1M,100
E06000022,Physical,All ages,2023-08-01/P1M,86
E06000022,Physical,All ages,2023-09-01/P1M,110
E06000022,Physical,All ages,2023-10-01/P1M,117
E06000022,Physical,All ages,2023-11-01/P1M,118
E06000022,Physical,All ages,2023-12-01/P1M,78
E06000022,Physical,All ages,2024-01-01/P1M,147
E06000022,Physical,All ages,2024-02-01/P1M,133
E06000022,Physical,All ages,2024-03-01/P1M,110
E06000022,Digital,All ages,2023-04-01/P1M,1
E06000022,Digital,All ages,2023-05-01/P1M,1
E06000022,Digital,All ages,2023-06-01/P1M,1
E06000022,Digital,All ages,2023-07-01/P1M,1
E06000022,Digital,All ages,2023-08-01/P1M,1
E06000022,Digital,All ages,2023-09-01/P1M,1
E06000022,Digital,All ages,2023-10-01/P1M,1
E06000022,Digital,All ages,2023-11-01/P1M,1
E06000022,Digital,All ages,2023-12-01/P1M,1
E06000022,Digital,All ages,2024-01-01/P1M,1
E06000022,Digital,All ages,2024-02-01/P1M,1
E06000022,Digital,All ages,2024-03-01/P1M,1
E06000008,Physical,All ages,2023-04-01/P1M,111
E06000008,Physical,All ages,2023-05-01/P1M,104
E06000008,Physical,All ages,2023-06-01/P1M,123
E06000008,Physical,All ages,2023-07-01/P1M,103
E06000008,Physical,All ages,2023-08-01/P1M,117
E06000008,Physical,All ages,2023-09-01/P1M,115
E06000008,Physical,All ages,2023-10-01/P1M,157
E06000008,Physical,All ages,2023-11-01/P1M,125
E06000008,Physical,All ages,2023-12-01/P1M,107
E06000008,Physical,All ages,2024-01-01/P1M,149
E06000008,Physical,All ages,2024-02-01/P1M,157
E06000008,Physical,All ages,2024-03-01/P1M,150
E06000008,Physical,Adults,2023-04-01/P1M,53
E06000008,Physical,Adults,2023-05-01/P1M,66
E06000008,Physical,Adults,2023-06-01/P1M,69
E06000008,Physical,Adults,2023-07-01/P1M,63
E06000008,Physical,Adults,2023-08-01/P1M,62
E06000008,Physical,Adults,2023-09-01/P1M,71
E06000008,Physical,Adults,2023-10-01/P1M,65
E06000008,Physical,Adults,2023-11-01/P1M,72
E06000008,Physical,Adults,2023-12-01/P1M,56
E06000008,Physical,Adults,2024-01-01/P1M,82
E06000008,Physical,Adults,2024-02-01/P1M,80
E06000008,Physical,Adults,2024-03-01/P1M,73
E06000008,Physical,Under 12,2023-04-01/P1M,58
E06000008,Physical,Under 12,2023-05-01/P1M,38
E06000008,Physical,Under 12,2023-06-01/P1M,54
E06000008,Physical,Under 12,2023-07-01/P1M,40
E06000008,Physical,Under 12,2023-08-01/P1M,53
E06000008,Physical,Under 12,2023-09-01/P1M,44
E06000008,Physical,Under 12,2023-10-01/P1M,91
E06000008,Physical,Under 12,2023-11-01/P1M,52
E06000008,Physical,Under 12,2023-12-01/P1M,46
E06000008,Physical,Under 12,2024-01-01/P1M,62
E06000008,Physical,Under 12,2024-02-01/P1M,72
E06000008,Physical,Under 12,2024-03-01/P1M,69
E06000008,Physical,12-17,2023-08-01/P1M,2
E06000008,Physical,12-17,2023-10-01/P1M,1
E06000008,Physical,12-17,2023-12-01/P1M,5
E06000008,Physical,12-17,2024-01-01/P1M,5
E06000008,Physical,12-17,2024-02-01/P1M,5
E06000008,Physical,12-17,2024-03-01/P1M,8
E06000008,Physical,All Ages,2023-11-01/P1M,1
E06000008,Digital,All ages,2024-03-01/P1M,1
E06000008,Digital,12-17,2024-03-01/P1M,1
E06000008,Physical,All ages,2023-04-01/P1M,111
E06000008,Physical,All ages,2023-05-01/P1M,104
E06000008,Physical,All ages,2023-06-01/P1M,123
E06000008,Physical,All ages,2023-07-01/P1M,103
E06000008,Physical,All ages,2023-08-01/P1M,117
E06000008,Physical,All ages,2023-09-01/P1M,115
E06000008,Physical,All ages,2023-10-01/P1M,157
E06000008,Physical,All ages,2023-11-01/P1M,125
E06000008,Physical,All ages,2023-12-01/P1M,107
E06000008,Physical,All ages,2024-01-01/P1M,149
E06000008,Physical,All ages,2024-02-01/P1M,157
E06000008,Physical,All ages,2024-03-01/P1M,150
E06000008,Physical,Adults,2023-04-01/P1M,53
E06000008,Physical,Adults,2023-05-01/P1M,66
E06000008,Physical,Adults,2023-06-01/P1M,69
E06000008,Physical,Adults,2023-07-01/P1M,63
E06000008,Physical,Adults,2023-08-01/P1M,62
E06000008,Physical,Adults,2023-09-01/P1M,71
E06000008,Physical,Adults,2023-10-01/P1M,65
E06000008,Physical,Adults,2023-11-01/P1M,72
E06000008,Physical,Adults,2023-12-01/P1M,56
E06000008,Physical,Adults,2024-01-01/P1M,82
E06000008,Physical,Adults,2024-02-01/P1M,80
E06000008,Physical,Adults,2024-03-01/P1M,73
E06000008,Physical,Under 12,2023-04-01/P1M,58
E06000008,Physical,Under 12,2023-05-01/P1M,38
E06000008,Physical,Under 12,2023-06-01/P1M,54
E06000008,Physical,Under 12,2023-07-01/P1M,40
E06000008,Physical,Under 12,2023-08-01/P1M,53
E06000008,Physical,Under 12,2023-09-01/P1M,44
E06000008,Physical,Under 12,2023-10-01/P1M,91
E06000008,Physical,Under 12,2023-11-01/P1M,52
E06000008,Physical,Under 12,2023-12-01/P1M,46
E06000008,Physical,Under 12,2024-01-01/P1M,62
E06000008,Physical,Under 12,2024-02-01/P1M,72
E06000008,Physical,Under 12,2024-03-01/P1M,69
E06000008,Physical,12-17,2023-08-01/P1M,2
E06000008,Physical,12-17,2023-10-01/P1M,1
E06000008,Physical,12-17,2023-12-01/P1M,5
E06000008,Physical,12-17,2024-01-01/P1M,5
E06000008,Physical,12-17,2024-02-01/P1M,5
E06000008,Physical,12-17,2024-03-01/P1M,8
E06000008,Physical,All Ages,2023-11-01/P1M,1
E06000008,Digital,All ages,2024-03-01/P1M,1
E06000008,Digital,12-17,2024-03-01/P1M,1
E06000009,Physical,All ages,2023-04-01/P1M,115
E06000009,Physical,All ages,2023-05-01/P1M,129
E06000009,Physical,All ages,2023-06-01/P1M,130
E06000009,Physical,All ages,2023-07-01/P1M,133
E06000009,Physical,All ages,2023-08-01/P1M,142
E06000009,Physical,All ages,2023-09-01/P1M,129
E06000009,Physical,All ages,2023-10-01/P1M,184
E06000009,Physical,All ages,2023-11-01/P1M,204
E06000009,Physical,All ages,2023-12-01/P1M,103
E06000009,Physical,All ages,2024-01-01/P1M,145
E06000009,Physical,All ages,2024-02-01/P1M,169
E06000009,Physical,All ages,2024-03-01/P1M,142
E06000009,Digital,All ages,2023-04-01/P1M,5
E06000009,Digital,All ages,2023-05-01/P1M,5
E06000009,Digital,All ages,2023-06-01/P1M,5
E06000009,Digital,All ages,2023-07-01/P1M,5
E06000009,Digital,All ages,2023-08-01/P1M,5
E06000009,Digital,All ages,2023-09-01/P1M,5
E06000009,Digital,All ages,2023-10-01/P1M,5
E06000009,Digital,All ages,2023-11-01/P1M,5
E06000009,Digital,All ages,2023-12-01/P1M,5
E06000009,Digital,All ages,2024-01-01/P1M,5
E06000009,Digital,All ages,2024-02-01/P1M,5
E06000009,Digital,All ages,2024-03-01/P1M,5
E06000009,Physical,All ages,2023-04-01/P1M,115
E06000009,Physical,All ages,2023-05-01/P1M,129
E06000009,Physical,All ages,2023-06-01/P1M,130
E06000009,Physical,All ages,2023-07-01/P1M,133
E06000009,Physical,All ages,2023-08-01/P1M,142
E06000009,Physical,All ages,2023-09-01/P1M,129
E06000009,Physical,All ages,2023-10-01/P1M,184
E06000009,Physical,All ages,2023-11-01/P1M,204
E06000009,Physical,All ages,2023-12-01/P1M,103
E06000009,Physical,All ages,2024-01-01/P1M,145
E06000009,Physical,All ages,2024-02-01/P1M,169
E06000009,Physical,All ages,2024-03-01/P1M,142
E06000009,Digital,All ages,2023-04-01/P1M,5
E06000009,Digital,All ages,2023-05-01/P1M,5
E06000009,Digital,All ages,2023-06-01/P1M,5
E06000009,Digital,All ages,2023-07-01/P1M,5
E06000009,Digital,All ages,2023-08-01/P1M,5
E06000009,Digital,All ages,2023-09-01/P1M,5
E06000009,Digital,All ages,2023-10-01/P1M,5
E06000009,Digital,All ages,2023-11-01/P1M,5
E06000009,Digital,All ages,2023-12-01/P1M,5
E06000009,Digital,All ages,2024-01-01/P1M,5
E06000009,Digital,All ages,2024-02-01/P1M,5
E06000009,Digital,All ages,2024-03-01/P1M,5
E08000001,Physical,All ages,2023-04-01/P1M,296
E08000001,Physical,All ages,2023-05-01/P1M,306
E08000001,Physical,All ages,2023-06-01/P1M,350
E08000001,Physical,All ages,2023-07-01/P1M,336
E08000001,Physical,All ages,2023-08-01/P1M,317
E08000001,Physical,All ages,2023-09-01/P1M,299
E08000001,Physical,All ages,2023-10-01/P1M,374
E08000001,Physical,All ages,2023-11-01/P1M,399
E08000001,Physical,All ages,2023-12-01/P1M,351
E08000001,Physical,All ages,2024-01-01/P1M,426
E08000001,Physical,All ages,2024-02-01/P1M,470
E08000001,Physical,All ages,2024-03-01/P1M,394
E08000001,Physical,Adults,2023-04-01/P1M,188
E08000001,Physical,Adults,2023-05-01/P1M,200
E08000001,Physical,Adults,2023-06-01/P1M,222
E08000001,Physical,Adults,2023-07-01/P1M,239
E08000001,Physical,Adults,2023-08-01/P1M,194
E08000001,Physical,Adults,2023-09-01/P1M,207
E08000001,Physical,Adults,2023-10-01/P1M,232
E08000001,Physical,Adults,2023-11-01/P1M,253
E08000001,Physical,Adults,2023-12-01/P1M,232
E08000001,Physical,Adults,2024-01-01/P1M,273
E08000001,Physical,Adults,2024-02-01/P1M,321
E08000001,Physical,Adults,2024-03-01/P1M,248
E08000001,Physical,Under 12,2023-04-01/P1M,108
E08000001,Physical,Under 12,2023-05-01/P1M,106
E08000001,Physical,Under 12,2023-06-01/P1M,128
E08000001,Physical,Under 12,2023-07-01/P1M,97
E08000001,Physical,Under 12,2023-08-01/P1M,123
E08000001,Physical,Under 12,2023-09-01/P1M,92
E08000001,Physical,Under 12,2023-10-01/P1M,142
E08000001,Physical,Under 12,2023-11-01/P1M,146
E08000001,Physical,Under 12,2023-12-01/P1M,119
E08000001,Physical,Under 12,2024-01-01/P1M,153
E08000001,Physical,Under 12,2024-02-01/P1M,149
E08000001,Physical,Under 12,2024-03-01/P1M,146
E08000001,Physical,All ages,2023-04-01/P1M,296
E08000001,Physical,All ages,2023-05-01/P1M,306
E08000001,Physical,All ages,2023-06-01/P1M,350
E08000001,Physical,All ages,2023-07-01/P1M,336
E08000001,Physical,All ages,2023-08-01/P1M,317
E08000001,Physical,All ages,2023-09-01/P1M,299
E08000001,Physical,All ages,2023-10-01/P1M,374
E08000001,Physical,All ages,2023-11-01/P1M,399
E08000001,Physical,All ages,2023-12-01/P1M,351
E08000001,Physical,All ages,2024-01-01/P1M,426
E08000001,Physical,All ages,2024-02-01/P1M,470
E08000001,Physical,All ages,2024-03-01/P1M,394
E08000001,Physical,Adults,2023-04-01/P1M,188
E08000001,Physical,Adults,2023-05-01/P1M,200
E08000001,Physical,Adults,2023-06-01/P1M,222
E08000001,Physical,Adults,2023-07-01/P1M,239
E08000001,Physical,Adults,2023-08-01/P1M,194
E08000001,Physical,Adults,2023-09-01/P1M,207
E08000001,Physical,Adults,2023-10-01/P1M,232
E08000001,Physical,Adults,2023-11-01/P1M,253
E08000001,Physical,Adults,2023-12-01/P1M,232
E08000001,Physical,Adults,2024-01-01/P1M,273
E08000001,Physical,Adults,2024-02-01/P1M,321
E08000001,Physical,Adults,2024-03-01/P1M,248
E08000001,Physical,Under 12,2023-04-01/P1M,108
E08000001,Physical,Under 12,2023-05-01/P1M,106
E08000001,Physical,Under 12,2023-06-01/P1M,128
E08000001,Physical,Under 12,2023-07-01/P1M,97
E08000001,Physical,Under 12,2023-08-01/P1M,123
E08000001,Physical,Under 12,2023-09-01/P1M,92
E08000001,Physical,Under 12,2023-10-01/P1M,142
E08000001,Physical,Under 12,2023-11-01/P1M,146
E08000001,Physical,Under 12,2023-12-01/P1M,119
E08000001,Physical,Under 12,2024-01-01/P1M,153
E08000001,Physical,Under 12,2024-02-01/P1M,149
E08000001,Physical,Under 12,2024-03-01/P1M,146
E06000058,Physical,All ages,2023-04-01/P1M,915
E06000058,Physical,All ages,2023-05-01/P1M,913
E06000058,Physical,All ages,2023-06-01/P1M,910
E06000058,Physical,All ages,2023-07-01/P1M,900
E06000058,Physical,All ages,2023-08-01/P1M,1042
E06000058,Physical,All ages,2023-09-01/P1M,991
E06000058,Physical,All ages,2023-10-01/P1M,1068
E06000058,Physical,All ages,2023-11-01/P1M,994
E06000058,Physical,All ages,2023-12-01/P1M,794
E06000058,Physical,All ages,2024-01-01/P1M,901
E06000058,Physical,All ages,2024-02-01/P1M,960
E06000058,Physical,All ages,2024-03-01/P1M,917
E06000058,Physical,All ages,2023-04-01/P1M,915
E06000058,Physical,All ages,2023-05-01/P1M,913
E06000058,Physical,All ages,2023-06-01/P1M,910
E06000058,Physical,All ages,2023-07-01/P1M,900
E06000058,Physical,All ages,2023-08-01/P1M,1042
E06000058,Physical,All ages,2023-09-01/P1M,991
E06000058,Physical,All ages,2023-10-01/P1M,1068
E06000058,Physical,All ages,2023-11-01/P1M,994
E06000058,Physical,All ages,2023-12-01/P1M,794
E06000058,Physical,All ages,2024-01-01/P1M,901
E06000058,Physical,All ages,2024-02-01/P1M,960
E06000058,Physical,All ages,2024-03-01/P1M,917
E06000036,Physical,All ages,2023-04-01/P1M,147
E06000036,Physical,All ages,2023-05-01/P1M,160
E06000036,Physical,All ages,2023-06-01/P1M,156
E06000036,Physical,All ages,2023-07-01/P1M,151
E06000036,Physical,All ages,2023-08-01/P1M,122
E06000036,Physical,All ages,2023-09-01/P1M,156
E06000036,Physical,All ages,2023-10-01/P1M,140
E06000036,Physical,All ages,2023-11-01/P1M,145
E06000036,Physical,All ages,2023-12-01/P1M,124
E06000036,Physical,All ages,2024-01-01/P1M,123
E06000036,Physical,All ages,2024-02-01/P1M,138
E06000036,Physical,All ages,2024-03-01/P1M,159
E06000036,Physical,Adults,2023-04-01/P1M,78
E06000036,Physical,Adults,2023-05-01/P1M,78
E06000036,Physical,Adults,2023-06-01/P1M,83
E06000036,Physical,Adults,2023-07-01/P1M,78
E06000036,Physical,Adults,2023-08-01/P1M,59
E06000036,Physical,Adults,2023-09-01/P1M,80
E06000036,Physical,Adults,2023-10-01/P1M,80
E06000036,Physical,Adults,2023-11-01/P1M,70
E06000036,Physical,Adults,2023-12-01/P1M,56
E06000036,Physical,Adults,2024-01-01/P1M,66
E06000036,Physical,Adults,2024-02-01/P1M,72
E06000036,Physical,Adults,2024-03-01/P1M,71
E06000036,Physical,Under 12,2023-04-01/P1M,61
E06000036,Physical,Under 12,2023-05-01/P1M,59
E06000036,Physical,Under 12,2023-06-01/P1M,67
E06000036,Physical,Under 12,2023-07-01/P1M,56
E06000036,Physical,Under 12,2023-08-01/P1M,55
E06000036,Physical,Under 12,2023-09-01/P1M,60
E06000036,Physical,Under 12,2023-10-01/P1M,47
E06000036,Physical,Under 12,2023-11-01/P1M,54
E06000036,Physical,Under 12,2023-12-01/P1M,45
E06000036,Physical,Under 12,2024-01-01/P1M,53
E06000036,Physical,Under 12,2024-02-01/P1M,62
E06000036,Physical,Under 12,2024-03-01/P1M,71
E06000036,Physical,12-17,2023-04-01/P1M,4
E06000036,Physical,12-17,2023-05-01/P1M,16
E06000036,Physical,12-17,2023-06-01/P1M,3
E06000036,Physical,12-17,2023-07-01/P1M,15
E06000036,Physical,12-17,2023-08-01/P1M,8
E06000036,Physical,12-17,2023-09-01/P1M,16
E06000036,Physical,12-17,2023-10-01/P1M,13
E06000036,Physical,12-17,2023-11-01/P1M,21
E06000036,Physical,12-17,2023-12-01/P1M,23
E06000036,Physical,12-17,2024-01-01/P1M,4
E06000036,Physical,12-17,2024-02-01/P1M,4
E06000036,Physical,12-17,2024-03-01/P1M,17
E06000036,Physical,All Ages,2023-04-01/P3M,4
E06000036,Physical,All Ages,2023-05-01/P3M,7
E06000036,Physical,All Ages,2023-06-01/P3M,3
E06000036,Physical,All Ages,2023-07-01/P3M,2
E06000036,Digital,Adults,2023-04-01/P3M,1
E06000036,Digital,Adults,2023-08-01/P3M,3
E06000036,Digital,Adults,2023-10-01/P3M,1
E06000036,Digital,Adults,2023-11-01/P3M,2
E06000036,Digital,Adults,2023-12-01/P3M,3
E06000036,Digital,Adults,2024-01-01/P3M,1
E06000036,Digital,Adults,2024-02-01/P3M,2
E06000036,Digital,Adults,2024-03-01/P3M,1
E06000036,Digital,12-17,2023-04-01/P3M,1
E06000036,Digital,12-17,2023-05-01/P3M,5
E06000036,Digital,12-17,2023-06-01/P3M,3
E06000036,Digital,12-17,2023-07-01/P3M,3
E06000036,Digital,12-17,2023-11-01/P3M,4
E06000036,Digital,12-17,2023-12-01/P3M,1
E06000036,Digital,12-17,2024-01-01/P3M,2
E06000036,Digital,12-17,2024-02-01/P3M,2
E06000036,Digital,12-17,2024-03-01/P3M,8
E06000036,Physical,All ages,2023-04-01/P1M,147
E06000036,Physical,All ages,2023-05-01/P1M,160
E06000036,Physical,All ages,2023-06-01/P1M,156
E06000036,Physical,All ages,2023-07-01/P1M,151
E06000036,Physical,All ages,2023-08-01/P1M,122
E06000036,Physical,All ages,2023-09-01/P1M,156
E06000036,Physical,All ages,2023-10-01/P1M,140
E06000036,Physical,All ages,2023-11-01/P1M,145
E06000036,Physical,All ages,2023-12-01/P1M,124
E06000036,Physical,All ages,2024-01-01/P1M,123
E06000036,Physical,All ages,2024-02-01/P1M,138
E06000036,Physical,All ages,2024-03-01/P1M,159
E06000036,Physical,Adults,2023-04-01/P1M,78
E06000036,Physical,Adults,2023-05-01/P1M,78
E06000036,Physical,Adults,2023-06-01/P1M,83
E06000036,Physical,Adults,2023-07-01/P1M,78
E06000036,Physical,Adults,2023-08-01/P1M,59
E06000036,Physical,Adults,2023-09-01/P1M,80
E06000036,Physical,Adults,2023-10-01/P1M,80
E06000036,Physical,Adults,2023-11-01/P1M,70
E06000036,Physical,Adults,2023-12-01/P1M,56
E06000036,Physical,Adults,2024-01-01/P1M,66
E06000036,Physical,Adults,2024-02-01/P1M,72
