Authority,Event type,Age group,Month,Count
Doncaster,Digital,All Ages,2023-10,
Doncaster,Digital,All Ages,2023-11,
Doncaster,Digital,All Ages,2023-12,
Doncaster,Digital,All Ages,2024-01,
Doncaster,Digital,All Ages,2024-02,
Doncaster,Digital,All Ages,2024-03,
Dorset,Physical,Adults,2023-04,
Dorset,Physical,Adults,2023-05,
Dorset,Physical,Adults,2023-06,
Dorset,Physical,Adults,2023-07,
Dorset,Physical,Adults,2023-08,
Dorset,Physical,Adults,2023-09,
Dorset,Physical,Adults,2023-10,
Dorset,Physical,Adults,2023-11,
Dorset,Physical,Adults,2023-12,
Dorset,Physical,Adults,2024-01,
Dorset,Physical,Adults,2024-02,
Dorset,Physical,Adults,2024-03,
Dorset,Physical,Under 12,2023-04,
Dorset,Physical,Under 12,2023-05,
Dorset,Physical,Under 12,2023-06,
Dorset,Physical,Under 12,2023-07,
Dorset,Physical,Under 12,2023-08,
Dorset,Physical,Under 12,2023-09,
Dorset,Physical,Under 12,2023-10,
Dorset,Physical,Under 12,2023-11,
Dorset,Physical,Under 12,2023-12,
Dorset,Physical,Under 12,2024-01,
Dorset,Physical,Under 12,2024-02,
Dorset,Physical,Under 12,2024-03,
Dorset,Physical,12-17,2023-04,
Dorset,Physical,12-17,2023-05,
Dorset,Physical,12-17,2023-06,
Dorset,Physical,12-17,2023-07,
Dorset,Physical,12-17,2023-08,
Dorset,Physical,12-17,2023-09,
Dorset,Physical,12-17,2023-10,
Dorset,Physical,12-17,2023-11,
Dorset,Physical,12-17,2023-12,
Dorset,Physical,12-17,2024-01,
Dorset,Physical,12-17,2024-02,
Dorset,Physical,12-17,2024-03,
Dorset,Physical,All Ages,2023-04,
Dorset,Physical,All Ages,2023-05,
Dorset,Physical,All Ages,2023-06,
Dorset,Physical,All Ages,2023-07,
Dorset,Physical,All Ages,2023-08,
Dorset,Physical,All Ages,2023-09,
Dorset,Physical,All Ages,2023-10,
Dorset,Physical,All Ages,2023-11,
Dorset,Physical,All Ages,2023-12,
Dorset,Physical,All Ages,2024-01,
Dorset,Physical,All Ages,2024-02,
Dorset,Physical,All Ages,2024-03,
Dorset,Digital,Adults,2023-04,
Dorset,Digital,Adults,2023-05,
Dorset,Digital,Adults,2023-06,
Dorset,Digital,Adults,2023-07,
Dorset,Digital,Adults,2023-08,
Dorset,Digital,Adults,2023-09,
Dorset,Digital,Adults,2023-10,
Dorset,Digital,Adults,2023-11,
Dorset,Digital,Adults,2023-12,
Dorset,Digital,Adults,2024-01,
Dorset,Digital,Adults,2024-02,
Dorset,Digital,Adults,2024-03,
Dorset,Digital,Under 12,2023-04,
Dorset,Digital,Under 12,2023-05,
Dorset,Digital,Under 12,2023-06,
Dorset,Digital,Under 12,2023-07,
Dorset,Digital,Under 12,2023-08,
Dorset,Digital,Under 12,2023-09,
Dorset,Digital,Under 12,2023-10,
Dorset,Digital,Under 12,2023-11,
Dorset,Digital,Under 12,2023-12,
Dorset,Digital,Under 12,2024-01,
Dorset,Digital,Under 12,2024-02,
Dorset,Digital,Under 12,2024-03,
Dorset,Digital,12-17,2023-04,
Dorset,Digital,12-17,2023-05,
Dorset,Digital,12-17,2023-06,
Dorset,Digital,12-17,2023-07,
Dorset,Digital,12-17,2023-08,
Dorset,Digital,12-17,2023-09,
Dorset,Digital,12-17,2023-10,
Dorset,Digital,12-17,2023-11,
Dorset,Digital,12-17,2023-12,
Dorset,Digital,12-17,2024-01,
Dorset,Digital,12-17,2024-02,
Dorset,Digital,12-17,2024-03,
Dorset,Digital,All Ages,2023-04,
Dorset,Digital,All Ages,2023-05,
Dorset,Digital,All Ages,2023-06,
Dorset,Digital,All Ages,2023-07,
Dorset,Digital,All Ages,2023-08,
Dorset,Digital,All Ages,2023-09,
Dorset,Digital,All Ages,2023-10,
Dorset,Digital,All Ages,2023-11,
Dorset,Digital,All Ages,2023-12,
Dorset,Digital,All Ages,2024-01,
Dorset,Digital,All Ages,2024-02,
Dorset,Digital,All Ages,2024-03,
Dudley,Physical,Adults,2023-04,
Dudley,Physical,Adults,2023-05,
Dudley,Physical,Adults,2023-06,
Dudley,Physical,Adults,2023-07,
Dudley,Physical,Adults,2023-08,
Dudley,Physical,Adults,2023-09,
Dudley,Physical,Adults,2023-10,
Dudley,Physical,Adults,2023-11,
Dudley,Physical,Adults,2023-12,
Dudley,Physical,Adults,2024-01,
Dudley,Physical,Adults,2024-02,
Dudley,Physical,Adults,2024-03,
Dudley,Physical,Under 12,2023-04,
Dudley,Physical,Under 12,2023-05,
Dudley,Physical,Under 12,2023-06,
Dudley,Physical,Under 12,2023-07,
Dudley,Physical,Under 12,2023-08,
Dudley,Physical,Under 12,2023-09,
Dudley,Physical,Under 12,2023-10,
Dudley,Physical,Under 12,2023-11,
Dudley,Physical,Under 12,2023-12,
Dudley,Physical,Under 12,2024-01,
Dudley,Physical,Under 12,2024-02,
Dudley,Physical,Under 12,2024-03,
Dudley,Physical,12-17,2023-04,
Dudley,Physical,12-17,2023-05,
Dudley,Physical,12-17,2023-06,
Dudley,Physical,12-17,2023-07,
Dudley,Physical,12-17,2023-08,
Dudley,Physical,12-17,2023-09,
Dudley,Physical,12-17,2023-10,
Dudley,Physical,12-17,2023-11,
Dudley,Physical,12-17,2023-12,
Dudley,Physical,12-17,2024-01,
Dudley,Physical,12-17,2024-02,
Dudley,Physical,12-17,2024-03,
Dudley,Physical,All Ages,2023-04,
Dudley,Physical,All Ages,2023-05,
Dudley,Physical,All Ages,2023-06,
Dudley,Physical,All Ages,2023-07,
Dudley,Physical,All Ages,2023-08,
Dudley,Physical,All Ages,2023-09,
Dudley,Physical,All Ages,2023-10,
Dudley,Physical,All Ages,2023-11,
Dudley,Physical,All Ages,2023-12,
Dudley,Physical,All Ages,2024-01,
Dudley,Physical,All Ages,2024-02,
Dudley,Physical,All Ages,2024-03,
Dudley,Digital,Adults,2023-04,
Dudley,Digital,Adults,2023-05,
Dudley,Digital,Adults,2023-06,
Dudley,Digital,Adults,2023-07,
Dudley,Digital,Adults,2023-08,
Dudley,Digital,Adults,2023-09,
Dudley,Digital,Adults,2023-10,
Dudley,Digital,Adults,2023-11,
Dudley,Digital,Adults,2023-12,
Dudley,Digital,Adults,2024-01,
Dudley,Digital,Adults,2024-02,
Dudley,Digital,Adults,2024-03,
Dudley,Digital,Under 12,2023-04,
Dudley,Digital,Under 12,2023-05,
Dudley,Digital,Under 12,2023-06,
Dudley,Digital,Under 12,2023-07,
Dudley,Digital,Under 12,2023-08,
Dudley,Digital,Under 12,2023-09,
Dudley,Digital,Under 12,2023-10,
Dudley,Digital,Under 12,2023-11,
Dudley,Digital,Under 12,2023-12,
Dudley,Digital,Under 12,2024-01,
Dudley,Digital,Under 12,2024-02,
Dudley,Digital,Under 12,2024-03,
Dudley,Digital,12-17,2023-04,
Dudley,Digital,12-17,2023-05,
Dudley,Digital,12-17,2023-06,
Dudley,Digital,12-17,2023-07,
Dudley,Digital,12-17,2023-08,
Dudley,Digital,12-17,2023-09,
Dudley,Digital,12-17,2023-10,
Dudley,Digital,12-17,2023-11,
Dudley,Digital,12-17,2023-12,
Dudley,Digital,12-17,2024-01,
Dudley,Digital,12-17,2024-02,
Dudley,Digital,12-17,2024-03,
Dudley,Digital,All Ages,2023-04,
Dudley,Digital,All Ages,2023-05,
Dudley,Digital,All Ages,2023-06,
Dudley,Digital,All Ages,2023-07,
Dudley,Digital,All Ages,2023-08,
Dudley,Digital,All Ages,2023-09,
Dudley,Digital,All Ages,2023-10,
Dudley,Digital,All Ages,2023-11,
Dudley,Digital,All Ages,2023-12,
Dudley,Digital,All Ages,2024-01,
Dudley,Digital,All Ages,2024-02,
Dudley,Digital,All Ages,2024-03,
East Riding Of Yorkshire,Physical,Adults,2023-04,
East Riding Of Yorkshire,Physical,Adults,2023-05,
East Riding Of Yorkshire,Physical,Adults,2023-06,
East Riding Of Yorkshire,Physical,Adults,2023-07,
East Riding Of Yorkshire,Physical,Adults,2023-08,
East Riding Of Yorkshire,Physical,Adults,2023-09,
East Riding Of Yorkshire,Physical,Adults,2023-10,
East Riding Of Yorkshire,Physical,Adults,2023-11,
East Riding Of Yorkshire,Physical,Adults,2023-12,
East Riding Of Yorkshire,Physical,Adults,2024-01,
East Riding Of Yorkshire,Physical,Adults,2024-02,
East Riding Of Yorkshire,Physical,Adults,2024-03,
East Riding Of Yorkshire,Physical,Under 12,2023-04,
East Riding Of Yorkshire,Physical,Under 12,2023-05,
East Riding Of Yorkshire,Physical,Under 12,2023-06,
East Riding Of Yorkshire,Physical,Under 12,2023-07,
East Riding Of Yorkshire,Physical,Under 12,2023-08,
East Riding Of Yorkshire,Physical,Under 12,2023-09,
East Riding Of Yorkshire,Physical,Under 12,2023-10,
East Riding Of Yorkshire,Physical,Under 12,2023-11,
East Riding Of Yorkshire,Physical,Under 12,2023-12,
East Riding Of Yorkshire,Physical,Under 12,2024-01,
East Riding Of Yorkshire,Physical,Under 12,2024-02,
East Riding Of Yorkshire,Physical,Under 12,2024-03,
East Riding Of Yorkshire,Physical,12-17,2023-04,
East Riding Of Yorkshire,Physical,12-17,2023-05,
East Riding Of Yorkshire,Physical,12-17,2023-06,
East Riding Of Yorkshire,Physical,12-17,2023-07,
East Riding Of Yorkshire,Physical,12-17,2023-08,
East Riding Of Yorkshire,Physical,12-17,2023-09,
East Riding Of Yorkshire,Physical,12-17,2023-10,
East Riding Of Yorkshire,Physical,12-17,2023-11,
East Riding Of Yorkshire,Physical,12-17,2023-12,
East Riding Of Yorkshire,Physical,12-17,2024-01,
East Riding Of Yorkshire,Physical,12-17,2024-02,
East Riding Of Yorkshire,Physical,12-17,2024-03,
East Riding Of Yorkshire,Physical,All Ages,2023-04,
East Riding Of Yorkshire,Physical,All Ages,2023-05,
East Riding Of Yorkshire,Physical,All Ages,2023-06,
East Riding Of Yorkshire,Physical,All Ages,2023-07,
East Riding Of Yorkshire,Physical,All Ages,2023-08,
East Riding Of Yorkshire,Physical,All Ages,2023-09,
East Riding Of Yorkshire,Physical,All Ages,2023-10,
East Riding Of Yorkshire,Physical,All Ages,2023-11,
East Riding Of Yorkshire,Physical,All Ages,2023-12,
East Riding Of Yorkshire,Physical,All Ages,2024-01,
East Riding Of Yorkshire,Physical,All Ages,2024-02,
East Riding Of Yorkshire,Physical,All Ages,2024-03,
East Riding Of Yorkshire,Digital,Adults,2023-04,
East Riding Of Yorkshire,Digital,Adults,2023-05,
East Riding Of Yorkshire,Digital,Adults,2023-06,
East Riding Of Yorkshire,Digital,Adults,2023-07,
East Riding Of Yorkshire,Digital,Adults,2023-08,
East Riding Of Yorkshire,Digital,Adults,2023-09,
East Riding Of Yorkshire,Digital,Adults,2023-10,
East Riding Of Yorkshire,Digital,Adults,2023-11,
East Riding Of Yorkshire,Digital,Adults,2023-12,
East Riding Of Yorkshire,Digital,Adults,2024-01,
East Riding Of Yorkshire,Digital,Adults,2024-02,
East Riding Of Yorkshire,Digital,Adults,2024-03,
East Riding Of Yorkshire,Digital,Under 12,2023-04,
East Riding Of Yorkshire,Digital,Under 12,2023-05,
East Riding Of Yorkshire,Digital,Under 12,2023-06,
East Riding Of Yorkshire,Digital,Under 12,2023-07,
East Riding Of Yorkshire,Digital,Under 12,2023-08,
East Riding Of Yorkshire,Digital,Under 12,2023-09,
East Riding Of Yorkshire,Digital,Under 12,2023-10,
East Riding Of Yorkshire,Digital,Under 12,2023-11,
East Riding Of Yorkshire,Digital,Under 12,2023-12,
East Riding Of Yorkshire,Digital,Under 12,2024-01,
East Riding Of Yorkshire,Digital,Under 12,2024-02,
East Riding Of Yorkshire,Digital,Under 12,2024-03,
East Riding Of Yorkshire,Digital,12-17,2023-04,
East Riding Of Yorkshire,Digital,12-17,2023-05,
East Riding Of Yorkshire,Digital,12-17,2023-06,
East Riding Of Yorkshire,Digital,12-17,2023-07,
East Riding Of Yorkshire,Digital,12-17,2023-08,
East Riding Of Yorkshire,Digital,12-17,2023-09,
East Riding Of Yorkshire,Digital,12-17,2023-10,
East Riding Of Yorkshire,Digital,12-17,2023-11,
East Riding Of Yorkshire,Digital,12-17,2023-12,
East Riding Of Yorkshire,Digital,12-17,2024-01,
East Riding Of Yorkshire,Digital,12-17,2024-02,
East Riding Of Yorkshire,Digital,12-17,2024-03,
East Riding Of Yorkshire,Digital,All Ages,2023-04,
East Riding Of Yorkshire,Digital,All Ages,2023-05,
East Riding Of Yorkshire,Digital,All Ages,2023-06,
East Riding Of Yorkshire,Digital,All Ages,2023-07,
East Riding Of Yorkshire,Digital,All Ages,2023-08,
East Riding Of Yorkshire,Digital,All Ages,2023-09,
East Riding Of Yorkshire,Digital,All Ages,2023-10,
East Riding Of Yorkshire,Digital,All Ages,2023-11,
East Riding Of Yorkshire,Digital,All Ages,2023-12,
East Riding Of Yorkshire,Digital,All Ages,2024-01,
East Riding Of Yorkshire,Digital,All Ages,2024-02,
East Riding Of Yorkshire,Digital,All Ages,2024-03,
East Sussex,Physical,Adults,2023-04,
East Sussex,Physical,Adults,2023-05,
East Sussex,Physical,Adults,2023-06,
East Sussex,Physical,Adults,2023-07,
East Sussex,Physical,Adults,2023-08,
East Sussex,Physical,Adults,2023-09,
East Sussex,Physical,Adults,2023-10,
East Sussex,Physical,Adults,2023-11,
East Sussex,Physical,Adults,2023-12,
East Sussex,Physical,Adults,2024-01,
East Sussex,Physical,Adults,2024-02,
East Sussex,Physical,Adults,2024-03,
East Sussex,Physical,Under 12,2023-04,
East Sussex,Physical,Under 12,2023-05,
East Sussex,Physical,Under 12,2023-06,
East Sussex,Physical,Under 12,2023-07,
East Sussex,Physical,Under 12,2023-08,
East Sussex,Physical,Under 12,2023-09,
East Sussex,Physical,Under 12,2023-10,
East Sussex,Physical,Under 12,2023-11,
East Sussex,Physical,Under 12,2023-12,
East Sussex,Physical,Under 12,2024-01,
East Sussex,Physical,Under 12,2024-02,
East Sussex,Physical,Under 12,2024-03,
East Sussex,Physical,12-17,2023-04,
East Sussex,Physical,12-17,2023-05,
East Sussex,Physical,12-17,2023-06,
East Sussex,Physical,12-17,2023-07,
East Sussex,Physical,12-17,2023-08,
East Sussex,Physical,12-17,2023-09,
East Sussex,Physical,12-17,2023-10,
East Sussex,Physical,12-17,2023-11,
East Sussex,Physical,12-17,2023-12,
East Sussex,Physical,12-17,2024-01,
East Sussex,Physical,12-17,2024-02,
East Sussex,Physical,12-17,2024-03,
East Sussex,Physical,All Ages,2023-04,
East Sussex,Physical,All Ages,2023-05,
East Sussex,Physical,All Ages,2023-06,
East Sussex,Physical,All Ages,2023-07,
East Sussex,Physical,All Ages,2023-08,
East Sussex,Physical,All Ages,2023-09,
East Sussex,Physical,All Ages,2023-10,
East Sussex,Physical,All Ages,2023-11,
East Sussex,Physical,All Ages,2023-12,
East Sussex,Physical,All Ages,2024-01,
East Sussex,Physical,All Ages,2024-02,
East Sussex,Physical,All Ages,2024-03,
East Sussex,Digital,Adults,2023-04,
East Sussex,Digital,Adults,2023-05,
East Sussex,Digital,Adults,2023-06,
East Sussex,Digital,Adults,2023-07,
East Sussex,Digital,Adults,2023-08,
East Sussex,Digital,Adults,2023-09,
East Sussex,Digital,Adults,2023-10,
East Sussex,Digital,Adults,2023-11,
East Sussex,Digital,Adults,2023-12,
East Sussex,Digital,Adults,2024-01,
East Sussex,Digital,Adults,2024-02,
East Sussex,Digital,Adults,2024-03,
East Sussex,Digital,Under 12,2023-04,
East Sussex,Digital,Under 12,2023-05,
East Sussex,Digital,Under 12,2023-06,
East Sussex,Digital,Under 12,2023-07,
East Sussex,Digital,Under 12,2023-08,
East Sussex,Digital,Under 12,2023-09,
East Sussex,Digital,Under 12,2023-10,
East Sussex,Digital,Under 12,2023-11,
East Sussex,Digital,Under 12,2023-12,
East Sussex,Digital,Under 12,2024-01,
East Sussex,Digital,Under 12,2024-02,
East Sussex,Digital,Under 12,2024-03,
East Sussex,Digital,12-17,2023-04,
East Sussex,Digital,12-17,2023-05,
East Sussex,Digital,12-17,2023-06,
East Sussex,Digital,12-17,2023-07,
East Sussex,Digital,12-17,2023-08,
East Sussex,Digital,12-17,2023-09,
East Sussex,Digital,12-17,2023-10,
East Sussex,Digital,12-17,2023-11,
East Sussex,Digital,12-17,2023-12,
East Sussex,Digital,12-17,2024-01,
East Sussex,Digital,12-17,2024-02,
East Sussex,Digital,12-17,2024-03,
East Sussex,Digital,All Ages,2023-04,
East Sussex,Digital,All Ages,2023-05,
East Sussex,Digital,All Ages,2023-06,
East Sussex,Digital,All Ages,2023-07,
East Sussex,Digital,All Ages,2023-08,
East Sussex,Digital,All Ages,2023-09,
East Sussex,Digital,All Ages,2023-10,
East Sussex,Digital,All Ages,2023-11,
East Sussex,Digital,All Ages,2023-12,
East Sussex,Digital,All Ages,2024-01,
East Sussex,Digital,All Ages,2024-02,
East Sussex,Digital,All Ages,2024-03,
York,Physical,Adults,2023-04,84
York,Physical,Adults,2023-05,86
York,Physical,Adults,2023-06,55
York,Physical,Adults,2023-07,50
York,Physical,Adults,2023-08,55
York,Physical,Adults,2023-09,70
York,Physical,Adults,2023-10,73
York,Physical,Adults,2023-11,69
York,Physical,Adults,2023-12,50
York,Physical,Adults,2024-01,76
York,Physical,Adults,2024-02,80
York,Physical,Adults,2024-03,83
York,Physical,Under 12,2023-04,193
York,Physical,Under 12,2023-05,186
York,Physical,Under 12,2023-06,177
York,Physical,Under 12,2023-07,201
York,Physical,Under 12,2023-08,222
York,Physical,Under 12,2023-09,173
York,Physical,Under 12,2023-10,195
York,Physical,Under 12,2023-11,198
York,Physical,Under 12,2023-12,140
York,Physical,Under 12,2024-01,189
York,Physical,Under 12,2024-02,209
York,Physical,Under 12,2024-03,194
York,Physical,12-17,2023-04,2
York,Physical,12-17,2023-05,2
York,Physical,12-17,2023-06,1
York,Physical,12-17,2023-07,3
York,Physical,12-17,2023-08,11
York,Physical,12-17,2023-09,3
York,Physical,12-17,2023-10,3
York,Physical,12-17,2023-11,3
York,Physical,12-17,2023-12,1
York,Physical,12-17,2024-01,2
York,Physical,12-17,2024-02,3
York,Physical,12-17,2024-03,3
York,Physical,All Ages,2023-04,
York,Physical,All Ages,2023-05,
York,Physical,All Ages,2023-06,
York,Physical,All Ages,2023-07,
York,Physical,All Ages,2023-08,
York,Physical,All Ages,2023-09,
York,Physical,All Ages,2023-10,
York,Physical,All Ages,2023-11,
York,Physical,All Ages,2023-12,
York,Physical,All Ages,2024-01,
York,Physical,All Ages,2024-02,
York,Physical,All Ages,2024-03,
York,Digital,Adults,2023-04,9
York,Digital,Adults,2023-05,9
York,Digital,Adults,2023-06,5
York,Digital,Adults,2023-07,5
York,Digital,Adults,2023-08,9
York,Digital,Adults,2023-09,6
York,Digital,Adults,2023-10,8
York,Digital,Adults,2023-11,8
York,Digital,Adults,2023-12,8
York,Digital,Adults,2024-01,16
York,Digital,Adults,2024-02,11
York,Digital,Adults,2024-03,11
York,Digital,Under 12,2023-04,
York,Digital,Under 12,2023-05,
York,Digital,Under 12,2023-06,
York,Digital,Under 12,2023-07,
York,Digital,Under 12,2023-08,
York,Digital,Under 12,2023-09,
York,Digital,Under 12,2023-10,
York,Digital,Under 12,2023-11,
York,Digital,Under 12,2023-12,
York,Digital,Under 12,2024-01,
York,Digital,Under 12,2024-02,
York,Digital,Under 12,2024-03,
York,Digital,12-17,2023-04,
York,Digital,12-17,2023-05,
York,Digital,12-17,2023-06,
York,Digital,12-17,2023-07,
York,Digital,12-17,2023-08,
York,Digital,12-17,2023-09,
York,Digital,12-17,2023-10,
York,Digital,12-17,2023-11,
York,Digital,12-17,2023-12,
York,Digital,12-17,2024-01,
York,Digital,12-17,2024-02,
York,Digital,12-17,2024-03,2
York,Digital,All Ages,2023-04,
York,Digital,All Ages,2023-05,
York,Digital,All Ages,2023-06,
York,Digital,All Ages,2023-07,
York,Digital,All Ages,2023-08,
York,Digital,All Ages,2023-09,
York,Digital,All Ages,2023-10,
York,Digital,All Ages,2023-11,
York,Digital,All Ages,2023-12,
York,Digital,All Ages,2024-01,
York,Digital,All Ages,2024-02,
York,Digital,All Ages,2024-03,
Gateshead,Physical,Adults,2023-04,33
Gateshead,Physical,Adults,2023-05,45
Gateshead,Physical,Adults,2023-06,38
Gateshead,Physical,Adults,2023-07,30
Gateshead,Physical,Adults,2023-08,17
Gateshead,Physical,Adults,2023-09,42
Gateshead,Physical,Adults,2023-10,47
Gateshead,Physical,Adults,2023-11,56
Gateshead,Physical,Adults,2023-12,32
Gateshead,Physical,Adults,2024-01,36
Gateshead,Physical,Adults,2024-02,39
Gateshead,Physical,Adults,2024-03,37
Gateshead,Physical,Under 12,2023-04,89
Gateshead,Physical,Under 12,2023-05,126
Gateshead,Physical,Under 12,2023-06,135
Gateshead,Physical,Under 12,2023-07,108
Gateshead,Physical,Under 12,2023-08,105
Gateshead,Physical,Under 12,2023-09,81
Gateshead,Physical,Under 12,2023-10,113
Gateshead,Physical,Under 12,2023-11,131
Gateshead,Physical,Under 12,2023-12,77
Gateshead,Physical,Under 12,2024-01,78
Gateshead,Physical,Under 12,2024-02,120
Gateshead,Physical,Under 12,2024-03,114
Gateshead,Physical,12-17,2023-04,10
Gateshead,Physical,12-17,2023-05,14
Gateshead,Physical,12-17,2023-06,16
Gateshead,Physical,12-17,2023-07,9
Gateshead,Physical,12-17,2023-08,9
Gateshead,Physical,12-17,2023-09,12
Gateshead,Physical,12-17,2023-10,11
Gateshead,Physical,12-17,2023-11,14
Gateshead,Physical,12-17,2023-12,2
Gateshead,Physical,12-17,2024-01,3
Gateshead,Physical,12-17,2024-02,4
Gateshead,Physical,12-17,2024-03,7
Gateshead,Physical,All Ages,2023-04,7
Gateshead,Physical,All Ages,2023-05,6
Gateshead,Physical,All Ages,2023-06,15
Gateshead,Physical,All Ages,2023-07,7
Gateshead,Physical,All Ages,2023-08,1
Gateshead,Physical,All Ages,2023-09,3
Gateshead,Physical,All Ages,2023-10,13
Gateshead,Physical,All Ages,2023-11,5
Gateshead,Physical,All Ages,2023-12,12
Gateshead,Physical,All Ages,2024-01,14
Gateshead,Physical,All Ages,2024-02,15
